batch_idx,t_mono,n_in_batch,n_real,n_active,active_mask,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3,drops_cum,arrivals_cum
0,1.7386,1,1,4,1111,66700,4,1149.147,1224.420,0,0,0,0,0,0,0,48
1,1.7392,1,1,4,1111,66700,4,1074.388,1222.391,0,0,0,0,0,0,0,48
2,1.7393,1,1,4,1111,66700,4,999.258,1220.704,0,0,0,0,0,0,0,48
3,1.7394,1,1,4,1111,66700,4,924.103,1217.867,0,0,0,0,0,0,0,48
4,1.7394,1,1,4,1111,66700,4,848.966,1204.709,0,0,0,0,0,0,0,48
5,1.7400,2,2,4,1111,66700,4,774.379,1173.271,1,1,1,0,0,0,0,48
6,1.7402,2,2,4,1111,66700,4,701.998,1141.390,0,1,0,0,0,0,0,48
7,1.7403,2,2,4,1111,66700,4,629.773,1074.687,0,1,0,0,0,0,0,48
8,1.7403,2,2,4,1111,66700,4,554.689,1000.267,0,1,0,0,0,0,0,48
9,1.7404,2,2,4,1111,66700,4,479.555,925.121,0,1,0,0,0,0,0,48
10,1.7405,2,2,4,1111,66700,4,404.403,849.461,0,1,0,0,0,0,0,48
11,1.7406,2,2,4,1111,66700,4,329.278,774.879,0,1,0,0,0,0,0,48
12,1.7416,3,3,4,1111,66700,4,255.628,703.407,1,2,0,0,0,1,0,48
13,1.7417,3,3,4,1111,66700,4,180.553,631.198,1,2,0,0,0,1,0,48
14,1.7418,3,3,4,1111,66700,4,105.463,556.140,1,2,0,0,0,1,0,48
15,1.7419,3,3,4,1111,66700,4,31.796,481.044,1,2,0,0,0,1,0,48
16,1.8076,3,3,4,1111,66700,4,22.333,471.522,1,2,0,0,0,1,0,52
17,1.8833,3,3,4,1111,66700,4,22.695,471.978,1,2,0,0,0,1,0,55
18,1.9583,3,3,4,1111,66700,4,22.422,472.321,1,2,0,0,0,1,0,58
19,2.0336,3,3,4,1111,66700,4,22.489,472.467,1,2,0,0,0,1,0,61
20,2.1071,4,4,4,1111,66700,4,53.870,470.745,1,2,0,0,0,1,0,69
21,2.1151,4,4,4,1111,66700,4,29.888,404.939,1,2,0,0,0,1,0,70
22,2.1457,4,4,4,1111,66700,4,28.455,360.390,1,2,0,0,0,1,0,74
23,2.1777,4,4,4,1111,66700,4,28.427,317.067,1,2,0,0,0,1,0,78
24,2.2096,4,4,4,1111,66700,4,28.305,273.705,1,2,0,0,0,1,0,82
25,2.2419,4,4,4,1111,66700,4,28.567,230.685,1,2,0,0,0,1,0,86
26,2.3173,4,4,4,1111,66700,4,71.887,264.062,1,2,0,0,0,1,0,97
27,2.3559,4,4,4,1111,66700,4,78.507,270.720,2,2,1,0,0,1,0,101
28,2.3575,4,4,4,1111,66700,4,48.047,240.258,2,2,1,0,0,1,0,101
29,2.3819,4,4,4,1111,66700,4,40.410,232.638,2,2,1,0,0,1,0,101
30,2.4398,3,3,4,1111,66700,4,22.992,258.458,2,2,1,0,0,1,0,108
31,2.5055,4,4,4,1111,66700,4,67.818,292.156,2,3,0,0,1,1,0,115
