batch_idx,t_mono,n_in_batch,n_real,n_active,active_mask,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3,drops_cum,arrivals_cum
0,1.7644,1,1,4,1111,100000,4,1142.958,1251.602,0,0,0,0,0,0,0,40
1,1.7650,1,1,4,1111,100000,4,1035.037,1251.576,0,0,0,0,0,0,0,40
2,1.7651,1,1,4,1111,100000,4,926.619,1249.390,0,0,0,0,0,0,0,40
3,1.7657,2,2,4,1111,100000,4,820.073,1248.799,0,0,0,0,0,0,0,40
4,1.7658,2,2,4,1111,100000,4,711.706,1235.850,0,0,0,0,0,0,0,40
5,1.7659,2,2,4,1111,100000,4,603.217,1203.895,1,1,1,0,0,0,0,40
6,1.7660,2,2,4,1111,100000,4,494.799,1144.523,0,1,0,0,0,0,0,40
7,1.7662,2,2,4,1111,100000,4,386.446,1035.535,0,1,0,0,0,0,0,40
8,1.7672,3,3,4,1111,100000,4,286.031,928.688,0,1,0,0,0,0,0,40
9,1.7673,3,3,4,1111,100000,4,177.685,821.670,0,1,0,0,0,0,0,40
10,1.7675,3,3,4,1111,100000,4,69.349,712.569,1,2,0,0,0,1,0,40
11,1.8290,3,3,4,1111,100000,4,22.286,666.242,1,2,0,0,0,1,0,43
12,1.9375,3,3,4,1111,100000,4,22.304,666.281,1,2,0,0,0,1,0,46
13,2.0462,3,3,4,1111,100000,4,22.406,666.401,1,2,0,0,0,1,0,50
14,2.0784,4,4,4,1111,100000,4,29.946,597.180,1,2,0,0,0,1,0,54
15,2.1090,4,4,4,1111,100000,4,28.511,519.371,1,2,0,0,0,1,0,58
16,2.1413,4,4,4,1111,100000,4,28.744,443.118,1,2,0,0,0,1,0,62
17,2.2221,4,4,4,1111,100000,4,77.419,415.383,1,2,0,0,0,1,0,73
18,2.2237,4,4,4,1111,100000,4,47.076,308.436,1,2,0,0,0,1,0,73
19,2.2699,4,4,4,1111,100000,4,61.361,246.166,1,2,0,0,0,1,0,78
20,2.2714,4,4,4,1111,100000,4,30.653,222.985,1,2,0,0,0,1,0,78
21,2.3010,4,4,4,1111,100000,4,28.465,220.471,1,2,0,0,0,1,0,82
22,2.3336,4,4,4,1111,100000,4,28.846,221.005,2,2,1,0,0,1,0,86
23,2.3771,4,4,4,1111,100000,4,40.377,232.417,2,2,1,0,0,1,0,89
24,2.4614,4,4,4,1111,100000,4,28.526,284.778,3,3,1,0,1,1,0,94
25,2.4933,4,4,4,1111,100000,4,28.449,284.664,2,3,0,0,1,1,0,98
26,2.5254,4,4,4,1111,100000,4,28.577,284.601,2,3,0,0,1,1,0,102
27,2.5972,4,4,4,1111,100000,4,68.303,324.628,2,3,0,0,1,1,0,113
28,2.5989,4,4,4,1111,100000,4,38.002,294.183,2,3,0,0,1,1,0,113
29,2.6251,4,4,4,1111,100000,4,32.134,288.332,2,3,0,0,1,1,0,117
30,2.6534,4,4,4,1111,100000,4,28.384,220.488,1,3,0,0,0,1,0,118
31,2.6853,4,4,4,1111,100000,4,28.290,220.451,1,3,0,0,0,1,0,122
32,2.7173,4,4,4,1111,100000,4,28.312,220.466,2,3,0,0,1,1,0,126
33,2.7494,4,4,4,1111,100000,4,28.333,220.408,1,3,0,0,0,1,0,130
34,2.7864,4,4,4,1111,100000,4,33.273,225.459,2,3,0,0,1,1,0,137
35,2.8134,4,4,4,1111,100000,4,28.368,220.494,2,3,1,0,0,1,0,138
36,2.8454,4,4,4,1111,100000,4,28.267,220.407,3,3,1,0,1,1,0,142
37,2.8774,4,4,4,1111,100000,4,28.248,220.364,2,3,1,0,0,1,0,146
38,2.9095,4,4,4,1111,100000,4,28.314,220.438,2,3,1,0,0,1,0,150
39,2.9414,4,4,4,1111,100000,4,28.201,220.355,2,3,1,0,0,1,0,154
40,2.9735,4,4,4,1111,100000,4,28.282,220.377,3,3,1,0,1,1,0,158
41,3.0085,4,4,4,1111,100000,4,31.243,223.398,2,3,1,0,0,1,0,162
42,3.0379,4,4,4,1111,100000,4,28.615,220.760,3,3,1,0,1,1,0,166
43,3.0700,4,4,4,1111,100000,4,28.527,220.827,2,3,1,0,0,1,0,170
44,3.1019,4,4,4,1111,100000,4,28.449,220.698,2,3,1,0,0,1,0,174
45,3.1340,4,4,4,1111,100000,4,28.577,220.813,2,3,1,0,0,1,0,178
46,3.1938,4,4,4,1111,100000,4,56.276,248.553,3,3,1,0,1,1,0,186
47,3.2146,4,4,4,1111,100000,4,45.136,237.375,2,3,1,0,0,1,0,189
