cam,seq,pts_ns,mono_ns,real_ns
0,-1,64041999,10421782213787,1783482164605593755
0,-1,96063000,10421784824299,1783482164608204267
0,-1,128083999,10421786605910,1783482164609985910
0,-1,160104999,10421789406439,1783482164612786407
0,-1,192126000,10421791039697,1783482164614419665
0,-1,224146999,10421793489696,1783482164616869696
0,-1,256167999,10421982424380,1783482164805804348
3,-1,567200000,10422119792286,1783482164943172254
3,-1,599242666,10422151795041,1783482164975175009
3,-1,631285332,10422183833347,1783482165007213315
0,-1,288189000,10422184071237,1783482165007451237
0,-1,320209999,10422184090885,1783482165007470853
3,-1,663328000,10422215889702,1783482165039269670
3,-1,695370666,10422247921417,1783482165071301385
0,-1,352230999,10422256464061,1783482165079843997
3,-1,727413332,10422279951372,1783482165103331340
3,-1,759456000,10422392618136,1783482165215998104
0,-1,448293999,10422392704761,1783482165216084729
0,-1,640419999,10422392727033,1783482165216107001
0,-1,672441000,10422392734297,1783482165216114265
0,-1,704461999,10422392751737,1783482165216131673
0,-1,864567000,10422417117165,1783482165240497133
0,-1,896587999,10422601190700,1783482165424570668
3,-1,791498666,10422601192428,1783482165424572428
0,-1,928608999,10422601293420,1783482165424673356
0,-1,960630000,10422601308492,1783482165424688428
1,-1,1134800000,10422687351351,1783482165510731319
1,-1,1166832999,10422719360890,1783482165542740858
3,-1,823541332,10422727832845,1783482165551212813
1,-1,1198865999,10422751472733,1783482165574852701
0,-1,992650999,10422760075761,1783482165583455729
3,-1,855584000,10422760173074,1783482165583553010
1,-1,1230899000,10422783421055,1783482165606800991
3,-1,887626666,10422791980595,1783482165615360531
0,-1,1056693000,10422791987731,1783482165615367699
0,-1,1088713999,10422809633087,1783482165633013055
3,-1,1079882666,10422809634559,1783482165633014527
1,-1,1262931999,10422815454754,1783482165638834690
1,-1,1294964999,10422847489669,1783482165670869637
0,-1,1120734999,10423018211154,1783482165841591154
3,-1,1176010666,10423018211250,1783482165841591186
1,-1,1326998000,10423018224402,1783482165841604402
3,-1,1208053332,10423018235314,1783482165841615250
0,-1,1216797999,10423018237010,1783482165841616946
3,-1,1240096000,10423018241618,1783482165841621586
0,-1,1248819000,10423018244882,1783482165841624850
3,-1,1272138666,10423018246066,1783482165841626002
3,-1,1496437332,10423048959341,1783482165872339341
1,-1,1359030999,10423226803334,1783482166050183302
0,-1,1280839999,10423226804262,1783482166050184198
3,-1,1528480000,10423226805222,1783482166050185190
3,-1,1560522666,10423226830182,1783482166050210150
0,-1,1472965999,10423226857478,1783482166050237446
0,-1,1504986999,10423226865798,1783482166050245766
0,-1,1537008000,10423226883430,1783482166050263398
0,-1,1697112999,10423249658641,1783482166073038609
2,-1,1702100000,10423254642703,1783482166078022703
2,-1,1734128999,10423286678674,1783482166110058674
3,-1,1592565332,10423295192837,1783482166118572805
1,-1,1391063999,10423295205286,1783482166118585254
2,-1,1766157999,10423318711284,1783482166142091252
3,-1,1624608000,10423327173448,1783482166150553416
1,-1,1423097000,10423327269032,1783482166150649032
0,-1,1729134000,10423335671995,1783482166159051963
2,-1,1798187000,10423350723959,1783482166174103927
3,-1,1688693332,10423359187594,1783482166182567562
1,-1,1487162999,10423359258251,1783482166182638187
0,-1,1761154999,10423367686206,1783482166191066174
2,-1,1830215999,10423382757370,1783482166206137338
1,-1,1679360999,10423391426126,1783482166214806094
2,-1,1862244999,10423414796892,1783482166238176892
0,-1,1793175999,10423435367801,1783482166258747737
1,-1,1743426999,10423435369241,1783482166258749209
3,-1,1720736000,10423435373657,1783482166258753593
1,-1,1775459999,10423435397018,1783482166258776986
0,-1,1825197000,10423643942957,1783482166467322925
1,-1,1807493000,10423643996717,1783482166467376653
2,-1,1894274000,10423644017902,1783482166467397870
1,-1,1839525999,10423644031886,1783482166467411854
0,-1,1857217999,10423644037998,1783482166467417902
1,-1,1903592000,10423644039086,1783482166467419022
1,-1,1935624999,10423644049294,1783482166467429262
2,-1,1926302999,10423644081390,1783482166467461326
3,-1,1816864000,10423644168303,1783482166467548303
3,-1,1848906666,10423644179343,1783482166467559279
2,-1,1958331999,10423644346928,1783482166467726864
2,-1,1990361000,10423644419344,1783482166467799312
3,-1,1880949332,10423644441712,1783482166467821680
3,-1,1912992000,10423644452176,1783482166467832112
0,-1,1889238999,10423644574609,1783482166467954545
0,-1,1921260000,10423644587665,1783482166467967601
1,-1,2095790000,10423648324968,1783482166471704936
3,-1,2105248000,10423657775105,1783482166481155073
0,-1,2113386000,10423665911347,1783482166489291315
2,-1,2118476999,10423671015570,1783482166494395538
1,-1,2127822999,10423680360746,1783482166503740746
3,-1,2137290666,10423689827844,1783482166513207812
0,-1,2145406999,10423697934677,1783482166521314677
2,-1,2150505999,10423703035412,1783482166526415380
1,-1,2159855999,10423712384525,1783482166535764525
3,-1,2169333332,10423721857127,1783482166545237127
0,-1,2177427999,10423729967512,1783482166553347480
2,-1,2182535000,10423735049847,1783482166558429783
1,-1,2191889000,10423744425232,1783482166567805200
3,-1,2201376000,10423753912106,1783482166577292074
0,-1,2209449000,10423761974139,1783482166585354075
1,-1,2223921999,10423776459507,1783482166599839475
0,-1,2241469999,10423794001917,1783482166617381885
1,-1,2255954999,10423808492853,1783482166631872789
3,-1,2233418666,10423897374513,1783482166720754481
1,-1,2287988000,10423897374321,1783482166720754289
0,-1,2273490999,10423897378450,1783482166720758386
2,-1,2214563999,10423897386258,1783482166720766258
3,-1,2265461332,10423897471186,1783482166720851122
0,-1,2305512000,10423897486610,1783482166720866578
1,-1,2320020999,10423897495986,1783482166720875954
2,-1,2246592999,10423897502002,1783482166720881938
2,-1,2278622000,10424106030822,1783482166929410790
0,-1,2337532999,10424106037318,1783482166929417286
1,-1,2352053999,10424106042534,1783482166929422534
2,-1,2310650999,10424106053414,1783482166929433350
3,-1,2297504000,10424106073478,1783482166929453446
3,-1,2329546666,10424106119526,1783482166929499462
0,-1,2369553999,10424106124294,1783482166929504262
2,-1,2374709000,10424106137286,1783482166929517254
1,-1,2384087000,10424106148262,1783482166929528230
3,-1,2361589332,10424106222791,1783482166929602727
0,-1,2401575000,10424106234983,1783482166929614951
1,-1,2416119999,10424106241703,1783482166929621639
2,-1,2406737999,10424106250375,1783482166929630343
1,-1,2448152999,10424106567273,1783482166929947209
3,-1,2393632000,10424106813834,1783482166930193802
0,-1,2433595999,10424106824267,1783482166930204203
3,-1,2553845332,10424106863851,1783482166930243787
0,-1,2561679999,10424114213495,1783482166937593431
2,-1,2566883000,10424119412727,1783482166942792663
1,-1,2576285000,10424128837328,1783482166952217296
3,-1,2585888000,10424138420331,1783482166961800299
0,-1,2593701000,10424146229594,1783482166969609562
2,-1,2598911999,10424151435354,1783482166974815290
1,-1,2608317999,10424160847635,1783482166984227635
3,-1,2617930666,10424170460717,1783482166993840685
0,-1,2625721999,10424178253917,1783482167001633853
2,-1,2630940999,10424183467228,1783482167006847164
1,-1,2640350999,10424192882518,1783482167016262518
3,-1,2649973332,10424202506448,1783482167025886416
0,-1,2657742999,10424210273151,1783482167033653119
2,-1,2662970000,10424215503551,1783482167038883519
1,-1,2672384000,10424224930968,1783482167048310936
3,-1,2682016000,10424234562291,1783482167057942291
0,-1,2689764000,10424242300642,1783482167065680610
2,-1,2694998999,10424247530818,1783482167070910786
1,-1,2704416999,10424256938363,1783482167080318299
2,-1,2727027999,10424279559876,1783482167102939876
0,-1,2721784999,10424377916858,1783482167201296794
1,-1,2736449999,10424377930330,1783482167201310330
3,-1,2714058666,10424377937691,1783482167201317659
0,-1,2753805999,10424378085339,1783482167201465307
2,-1,2759057000,10424378088699,1783482167201468667
1,-1,2768483000,10424378093179,1783482167201473147
3,-1,2746101332,10424378161244,1783482167201541180
2,-1,2791085999,10424378192156,1783482167201572092
3,-1,2778144000,10424586633807,1783482167410013775
2,-1,2823114999,10424586634927,1783482167410014927
1,-1,2800515999,10424586639855,1783482167410019823
0,-1,2785827000,10424586667695,1783482167410047631
0,-1,2881890000,10424586763184,1783482167410143152
1,-1,2832548999,10424586765904,1783482167410145840
3,-1,2810186666,10424586767184,1783482167410147152
2,-1,2855144000,10424586786032,1783482167410166000
2,-1,2887172999,10424586879473,1783482167410259441
3,-1,2842229332,10424586881681,1783482167410261681
1,-1,2864582000,10424586883441,1783482167410263409
0,-1,2913910999,10424586895953,1783482167410275921
1,-1,2896614999,10424587221491,1783482167410601427
0,-1,2945931999,10424587269363,1783482167410649331
3,-1,2874272000,10424587294003,1783482167410673939
2,-1,2919201999,10424587304947,1783482167410684915
3,-1,3034485332,10424587566485,1783482167410946453
0,-1,3041994999,10424594519999,1783482167417899967
2,-1,3047318000,10424599849887,1783482167423229823
