cam,seq,pts_ns,mono_ns,real_ns
0,-1,64041999,10521551996969,1783482264375376905
0,-1,96063000,10521553613971,1783482264376993939
0,-1,128083999,10521556351716,1783482264379731684
0,-1,160104999,10521558235215,1783482264381615215
0,-1,192126000,10521560725663,1783482264384105631
0,-1,224146999,10521562183144,1783482264385563112
0,-1,256167999,10521752271161,1783482264575651129
3,-1,567200000,10521901183949,1783482264724563917
0,-1,288189000,10521910058916,1783482264733438884
0,-1,320209999,10521910076932,1783482264733456836
0,-1,352230999,10521910126212,1783482264733506148
3,-1,599242666,10521933194930,1783482264756574898
0,-1,448293999,10521960802716,1783482264784182684
0,-1,576378000,10521960817948,1783482264784197916
3,-1,631285332,10521965229399,1783482264788609335
3,-1,663328000,10521997282748,1783482264820662684
3,-1,695370666,10522029343777,1783482264852723745
0,-1,608398999,10522037938422,1783482264861318358
0,-1,640419999,10522046342026,1783482264869721962
3,-1,727413332,10522061358534,1783482264884738502
3,-1,759456000,10522169256126,1783482264992636126
0,-1,672441000,10522169280830,1783482264992660798
0,-1,704461999,10522169289054,1783482264992669022
0,-1,736482999,10522169293918,1783482264992673886
0,-1,768504000,10522377897537,1783482265201277473
0,-1,864567000,10522377931106,1783482265201311042
0,-1,896587999,10522377938178,1783482265201318146
3,-1,791498666,10522378399365,1783482265201779333
3,-1,823541332,10522378424901,1783482265201804869
1,-1,1134800000,10522468780273,1783482265292160241
0,-1,928608999,10522477569479,1783482265300949415
3,-1,855584000,10522477590791,1783482265300970759
0,-1,1056693000,10522477591591,1783482265300971527
3,-1,887626666,10522477640487,1783482265301020455
3,-1,1047840000,10522477648839,1783482265301028807
1,-1,1166832999,10522500800982,1783482265324180982
3,-1,1079882666,10522509484939,1783482265332864907
0,-1,1088713999,10522509522123,1783482265332902091
1,-1,1198865999,10522532818427,1783482265356198395
0,-1,1120734999,10522541403695,1783482265364783631
3,-1,1143968000,10522549817283,1783482265373197219
1,-1,1230899000,10522564840672,1783482265388220640
0,-1,1152756000,10522586356708,1783482265409736676
3,-1,1176010666,10522586359364,1783482265409739300
3,-1,1208053332,10522586373796,1783482265409753764
1,-1,1262931999,10522596854724,1783482265420234660
1,-1,1294964999,10522628912682,1783482265452292650
0,-1,1184776999,10522794905383,1783482265618285351
0,-1,1216797999,10522794930151,1783482265618310119
1,-1,1326998000,10522794935559,1783482265618315495
0,-1,1248819000,10522794937383,1783482265618317319
3,-1,1240096000,10522794947975,1783482265618327911
3,-1,1272138666,10522794967943,1783482265618347911
1,-1,1359030999,10523003553738,1783482265826933674
1,-1,1391063999,10523003577195,1783482265826957163
1,-1,1423097000,10523003647947,1783482265827027947
1,-1,1487162999,10523003677323,1783482265827057291
3,-1,1304181332,10523003847436,1783482265827227372
3,-1,1336224000,10523003870732,1783482265827250700
3,-1,1464394666,10523003896173,1783482265827276141
3,-1,1496437332,10523003970029,1783482265827349965
0,-1,1280839999,10523004028557,1783482265827408525
0,-1,1472965999,10523004070158,1783482265827450126
0,-1,1504986999,10523004097678,1783482265827477614
0,-1,1537008000,10523004112494,1783482265827492462
3,-1,1688693332,10523022620000,1783482265845999936
0,-1,1697112999,10523031040468,1783482265854420468
2,-1,1702100000,10523036041906,1783482265859421842
3,-1,1720736000,10523054668389,1783482265878048357
0,-1,1729134000,10523063059321,1783482265886439289
2,-1,1734128999,10523068066679,1783482265891446647
1,-1,1679360999,10523068338265,1783482265891718233
0,-1,1761154999,10523095079454,1783482265918459422
2,-1,1766157999,10523100081052,1783482265923460988
1,-1,1711394000,10523108546832,1783482265931926768
1,-1,1743426999,10523116960548,1783482265940340484
2,-1,1798187000,10523132117537,1783482265955497505
3,-1,1816864000,10523150810356,1783482265974190260
1,-1,1775459999,10523159303561,1783482265982683529
2,-1,1830215999,10523164138470,1783482265987518470
3,-1,1848906666,10523182828857,1783482266006208793
2,-1,1862244999,10523196165963,1783482266019545899
1,-1,1807493000,10523212095917,1783482266035475885
0,-1,1793175999,10523212106414,1783482266035486382
1,-1,1839525999,10523212108782,1783482266035488718
