batch_idx,batch_pts_ns,mono_ns,real_ns,n_frames
0,64041999,10455237376055,1783482198060756023,1
1,96063000,10455439383623,1783482198262763591,1
2,567200000,10455647910496,1783482198471290432,2
3,599242666,10455856449177,1783482198679829145,2
4,631285332,10456062571075,1783482198885951011,2
5,1134800000,10456271120764,1783482199094500700,3
6,1166832999,10456479664245,1783482199303044213,3
7,1198865999,10456688149326,1783482199511529262,3
8,1702100000,10456896693991,1783482199720073927,4
9,1734128999,10456896811815,1783482199720191783,4
10,1766157999,10456896913352,1783482199720293320,4
11,1798187000,10456897016105,1783482199720396041,4
12,1830215999,10456897304042,1783482199720684010,4
13,1862244999,10456897474955,1783482199720854891,4
14,1894274000,10456935895062,1783482199759274998,4
15,1926302999,10456967876409,1783482199791256345,4
16,1958331999,10456999901853,1783482199823281821,4
17,1990361000,10457031999233,1783482199855379201,4
18,2095790000,10457232115622,1783482200055495590,4
19,2127822999,10457232276839,1783482200055656807,4
20,2159855999,10457232367016,1783482200055746984,4
21,2191889000,10457232446568,1783482200055826504,4
22,2223921999,10457432594094,1783482200255974062,4
23,2255954999,10457432751695,1783482200256131631,4
24,2287988000,10457432842256,1783482200256222224,4
25,2320020999,10457432926800,1783482200256306736,4
26,2352053999,10457433001681,1783482200256381649,4
27,2384087000,10457433067761,1783482200256447697,4
28,2425674666,10457457402406,1783482200280782342,4
29,2457717332,10457489392457,1783482200312772393,4
30,2489760000,10457521455309,1783482200344835245,4
31,2521802666,10457553429232,1783482200376809168,4
32,2630940999,10457753574966,1783482200576954934,4
33,2662970000,10457753735383,1783482200577115351,4
34,2694998999,10457753818647,1783482200577198615,4
35,2727027999,10457962415185,1783482200785795153,4
36,2759057000,10457962526033,1783482200785906001,4
37,2791085999,10457962609746,1783482200785989682,4
38,2881890000,10457962683922,1783482200786063826,4
39,2913910999,10457962755923,1783482200786135891,4
40,2945931999,10458171310732,1783482200994690668,4
41,2977953000,10458171419757,1783482200994799725,4
42,3009973999,10458171499629,1783482200994879597,4
43,3041994999,10458171570222,1783482200994950158,4
44,3074016000,10458171636942,1783482200995016878,4
45,3226741332,10458380215944,1783482201203595912,4
46,3258784000,10458380349192,1783482201203729128,4
47,3290826666,10458380439401,1783482201203819337,4
48,3322869332,10458380536873,1783482201203916841,4
49,3354912000,10458589096227,1783482201412476195,4
50,3386954666,10458589209956,1783482201412589892,4
51,3418997332,10458589326276,1783482201412706212,4
52,3495723999,10458589406117,1783482201412786085,4
53,3527753000,10458589474437,1783482201412854405,4
54,3559781999,10458798025599,1783482201621405567,4
55,3591810999,10458798152159,1783482201621532095,4
