batch_idx,t_mono,n_in_batch,n_real,n_active,active_mask,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,2.9317,1,1,4,1111,50000,4,1238.602,1336.058,0,0,0,0,0,0
1,2.9325,1,1,4,1111,50000,4,1206.271,1329.044,0,0,0,0,0,0
2,2.9327,1,1,4,1111,50000,4,1173.170,1307.003,0,0,0,0,0,0
3,2.9329,1,1,4,1111,50000,4,1139.923,1270.643,0,0,0,0,0,0
4,2.9845,1,1,4,1111,50000,4,50.889,812.376,0,0,0,0,0,0
5,2.9849,1,1,4,1111,50000,4,50.646,808.528,0,0,0,0,0,0
6,2.9852,1,1,4,1111,50000,4,50.519,792.761,0,0,0,0,0,0
7,2.9854,1,1,4,1111,50000,4,50.366,756.526,0,0,0,0,0,0
8,2.9971,1,1,4,1111,50000,4,11.378,280.512,0,0,0,0,0,0
9,3.0356,2,2,4,1111,50000,4,36.796,305.520,0,0,0,0,0,0
10,3.0361,2,2,4,1111,50000,4,36.134,275.023,0,0,0,0,0,0
11,3.0559,2,2,4,1111,50000,4,55.116,257.490,0,0,0,0,0,0
12,3.0575,2,2,4,1111,50000,4,56.040,192.204,0,0,0,0,0,0
13,3.0893,2,2,4,1111,50000,4,29.842,31.601,1,1,0,0,1,0
14,3.1484,2,2,4,1111,50000,4,55.556,87.379,2,2,0,0,2,0
15,3.1980,2,2,4,1111,50000,4,71.873,128.991,2,2,0,0,2,0
16,3.1990,2,2,4,1111,50000,4,39.515,102.556,2,2,0,0,2,0
17,3.2188,2,2,4,1111,50000,4,26.004,86.259,2,2,0,0,2,0
18,3.2441,2,2,4,1111,50000,4,17.939,78.428,2,2,0,0,2,0
19,3.2833,2,2,4,1111,50000,4,23.801,82.022,2,2,0,0,2,0
20,3.3158,2,2,4,1111,50000,4,22.997,85.772,1,2,0,0,1,0
21,3.3503,2,2,4,1111,50000,4,24.147,84.271,2,2,0,0,2,0
22,3.3841,2,2,4,1111,50000,4,24.610,87.381,2,2,0,0,2,0
23,3.4172,2,2,4,1111,50000,4,24.373,83.765,2,2,0,0,2,0
24,3.4558,2,2,4,1111,50000,4,29.533,91.392,3,3,0,0,3,0
25,3.4894,2,2,4,1111,50000,4,29.883,92.286,3,4,1,0,2,0
26,3.5228,2,2,4,1111,50000,4,29.991,88.794,4,4,1,0,3,0
27,3.5560,2,2,4,1111,50000,4,29.783,91.520,4,4,1,0,3,0
28,3.5848,2,2,4,1111,50000,4,25.343,86.673,4,4,1,0,3,0
29,3.6157,2,2,4,1111,50000,4,22.854,81.589,4,4,1,0,3,0
30,3.6491,2,2,4,1111,50000,4,22.889,84.772,4,4,1,0,3,0
31,3.6832,2,2,4,1111,50000,4,23.727,86.478,4,4,1,0,3,0
32,3.7157,2,2,4,1111,50000,4,22.832,83.013,4,5,1,0,3,0
33,3.7495,2,2,4,1111,50000,4,23.350,85.085,5,5,1,0,4,0
34,3.7887,2,2,4,1111,50000,4,28.829,92.026,5,5,1,0,4,0
35,3.8558,2,2,4,1111,50000,4,62.085,123.088,5,5,1,0,4,0
36,3.8603,2,2,4,1111,50000,4,34.081,95.209,5,5,1,0,4,0
37,3.8913,2,2,4,1111,50000,4,30.604,87.913,5,5,1,0,4,0
38,3.9197,2,2,4,1111,50000,4,26.922,86.526,5,5,1,0,4,0
39,3.9494,2,2,4,1111,50000,4,23.274,84.064,4,5,1,0,3,0
40,3.9837,2,2,4,1111,50000,4,24.264,82.630,5,5,1,0,4,0
41,4.0165,2,2,4,1111,50000,4,23.734,83.961,4,5,1,0,3,0
42,4.0495,2,2,4,1111,50000,4,23.336,85.153,3,5,1,0,2,0
43,4.0839,2,2,4,1111,50000,4,24.470,82.176,3,5,0,0,3,0
44,4.1163,2,2,4,1111,50000,4,23.515,83.430,3,5,0,0,3,0
45,4.1496,2,2,4,1111,50000,4,23.365,84.664,3,5,0,0,3,0
46,4.1843,2,2,4,1111,50000,4,24.791,83.561,4,5,1,0,3,0
47,4.2165,2,2,4,1111,50000,4,23.691,82.259,3,5,0,0,3,0
48,4.2498,2,2,4,1111,50000,4,23.596,84.940,3,5,0,0,3,0
49,4.2827,2,2,4,1111,50000,4,23.153,81.759,3,5,0,0,3,0
50,4.3159,2,2,4,1111,50000,4,23.168,83.165,3,5,0,0,3,0
51,4.3493,2,2,4,1111,50000,4,23.051,83.572,3,5,0,0,3,0
52,4.4029,2,2,4,1111,50000,4,43.402,101.863,2,5,0,0,2,0
53,4.4239,2,2,4,1111,50000,4,31.098,90.246,3,5,0,0,3,0
54,4.4444,2,2,4,1111,50000,4,18.339,74.645,2,5,0,0,2,0
55,4.4786,2,2,4,1111,50000,4,19.178,76.403,2,5,0,0,2,0
56,4.5116,2,2,4,1111,50000,4,18.823,78.719,3,5,0,0,3,0
57,4.5469,2,2,4,1111,50000,4,20.756,76.868,3,5,0,0,3,0
58,4.5804,2,2,4,1111,50000,4,20.982,79.954,3,5,0,0,3,0
59,4.6162,2,2,4,1111,50000,4,23.347,79.911,2,5,0,0,2,0
60,4.6495,2,2,4,1111,50000,4,23.391,84.532,2,5,0,0,2,0
61,4.6837,2,2,4,1111,50000,4,24.230,82.662,2,5,0,0,2,0
62,4.7158,2,2,4,1111,50000,4,23.104,83.108,2,5,0,0,2,0
63,4.7495,2,2,4,1111,50000,4,23.370,84.530,1,5,0,0,1,0
64,4.7843,2,2,4,1111,50000,4,24.775,83.051,3,5,0,0,3,0
65,4.8158,2,2,4,1111,50000,4,22.985,82.900,1,5,0,0,1,0
66,4.8494,2,2,4,1111,50000,4,23.320,80.451,1,5,0,0,1,0
67,4.8836,2,2,4,1111,50000,4,24.159,82.805,1,5,0,0,1,0
68,4.9158,2,2,4,1111,50000,4,23.068,82.802,1,5,0,0,1,0
69,4.9492,2,2,4,1111,50000,4,23.076,80.189,1,5,0,0,1,0
70,4.9834,2,2,4,1111,50000,4,23.992,82.958,1,5,0,0,1,0
71,5.0158,2,2,4,1111,50000,4,23.041,78.379,1,5,0,0,1,0
72,5.0496,2,2,4,1111,50000,4,23.342,80.765,1,5,0,0,1,0
73,5.0838,2,2,4,1111,50000,4,24.362,82.928,2,5,0,0,2,0
74,5.1154,2,2,4,1111,50000,4,22.652,76.775,1,5,0,0,1,0
75,5.1496,2,2,4,1111,50000,4,23.497,80.131,2,5,0,0,2,0
76,5.1835,2,2,4,1111,50000,4,24.138,81.478,2,5,0,0,2,0
77,5.2159,2,2,4,1111,50000,4,23.103,78.532,1,5,0,0,1,0
78,5.2494,2,2,4,1111,50000,4,23.276,80.487,2,6,1,0,1,0
79,5.2840,2,2,4,1111,50000,4,24.466,83.266,2,6,1,0,1,0
80,5.3163,2,2,4,1111,50000,4,23.501,78.469,2,6,1,0,1,0
81,5.3565,2,2,4,1111,50000,4,30.389,86.070,3,6,1,0,2,0
82,5.3829,2,2,4,1111,50000,4,23.534,81.960,2,6,0,0,2,0
83,5.4156,2,2,4,1111,50000,4,22.897,78.972,2,6,1,0,1,0
84,5.4491,2,2,4,1111,50000,4,22.964,80.336,1,6,0,0,1,0
85,5.4824,2,2,4,1111,50000,4,23.023,77.588,1,6,0,0,1,0
86,5.5164,2,2,4,1111,50000,4,23.564,79.386,1,6,0,0,1,0
87,5.5492,2,2,4,1111,50000,4,23.052,80.182,1,6,0,0,1,0
88,5.5835,2,2,4,1111,50000,4,24.126,78.422,1,6,0,0,1,0
89,5.6172,2,2,4,1111,50000,4,24.470,79.951,1,6,0,0,1,0
90,5.6495,2,2,4,1111,50000,4,23.447,80.333,1,6,0,0,1,0
91,5.6836,2,2,4,1111,50000,4,24.152,78.646,1,6,0,0,1,0
92,5.7158,2,2,4,1111,50000,4,23.141,78.780,1,6,0,0,1,0
93,5.7490,2,2,4,1111,50000,4,22.921,79.941,1,6,0,0,1,0
94,5.7835,2,2,4,1111,50000,4,24.102,82.584,1,6,0,0,1,0
95,5.8157,2,2,4,1111,50000,4,22.975,78.811,1,6,0,0,1,0
96,5.8490,2,2,4,1111,50000,4,22.869,79.940,0,6,0,0,0,0
97,5.8822,2,2,4,1111,50000,4,22.853,76.923,1,6,0,0,1,0
98,5.9161,2,2,4,1111,50000,4,23.410,79.032,0,6,0,0,0,0
99,5.9493,2,2,4,1111,50000,4,23.175,80.262,0,6,0,0,0,0
100,5.9913,2,2,4,1111,50000,4,31.925,86.323,1,6,0,0,1,0
101,6.0166,2,2,4,1111,50000,4,23.875,78.859,0,6,0,0,0,0
102,6.0513,2,2,4,1111,50000,4,25.135,82.230,0,6,0,0,0,0
103,6.0821,2,2,4,1111,50000,4,22.656,76.584,0,6,0,0,0,0
104,6.1160,2,2,4,1111,50000,4,23.304,78.586,0,6,0,0,0,0
105,6.1494,2,2,4,1111,50000,4,23.259,80.232,0,6,0,0,0,0
106,6.1826,2,2,4,1111,50000,4,23.123,77.323,0,6,0,0,0,0
107,6.2157,2,2,4,1111,50000,4,22.978,76.931,0,6,0,0,0,0
108,6.2491,2,2,4,1111,50000,4,22.911,75.666,0,6,0,0,0,0
109,6.2833,2,2,4,1111,50000,4,23.879,77.792,0,6,0,0,0,0
110,6.3225,2,2,4,1111,50000,4,29.723,84.945,0,6,0,0,0,0
