batch_idx,t_mono,n_in_batch,n_real,n_active,active_mask,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3,drops_cum,arrivals_cum
0,1.6665,1,1,4,1111,20000,4,1168.448,1197.105,0,0,0,0,0,0,0,57
1,1.6672,1,1,4,1111,20000,4,1140.562,1197.724,0,0,0,0,0,0,0,57
2,1.6673,1,1,4,1111,20000,4,1112.142,1195.744,0,0,0,0,0,0,0,57
3,1.6674,1,1,4,1111,20000,4,1083.730,1194.548,0,0,0,0,0,0,0,57
4,1.6675,1,1,4,1111,20000,4,1055.365,1191.697,0,0,0,0,0,0,0,57
5,1.6675,1,1,4,1111,20000,4,1034.687,1171.203,1,1,1,0,0,0,0,57
6,1.6676,1,1,4,1111,20000,4,1011.124,1139.248,0,1,0,0,0,0,0,57
7,1.6677,1,1,4,1111,20000,4,982.648,1107.299,0,1,0,0,0,0,0,57
8,1.6677,1,1,4,1111,20000,4,954.916,1075.336,0,1,0,0,0,0,0,57
9,1.6678,1,1,4,1111,20000,4,926.492,1043.417,0,1,0,0,0,0,0,57
10,1.6679,1,1,4,1111,20000,4,898.083,1011.479,0,1,0,0,0,0,0,57
11,1.6680,1,1,4,1111,20000,4,874.982,979.513,0,1,0,0,0,0,0,57
12,1.6680,1,1,4,1111,20000,4,829.157,947.562,0,1,0,0,0,0,0,57
13,1.6682,2,2,4,1111,20000,4,800.822,915.685,0,1,0,0,0,0,0,57
14,1.6683,2,2,4,1111,20000,4,779.290,883.756,0,1,0,0,0,0,0,57
15,1.6684,2,2,4,1111,20000,4,756.497,851.825,0,1,0,0,0,0,0,57
16,1.6685,2,2,4,1111,20000,4,730.740,819.911,0,1,0,0,0,0,0,57
17,1.6685,1,1,4,1111,20000,4,702.322,787.970,0,1,0,0,0,0,0,57
18,1.6686,2,2,4,1111,20000,4,673.974,756.040,0,1,0,0,0,0,0,57
19,1.6687,2,2,4,1111,20000,4,651.620,724.106,0,1,0,0,0,0,0,57
20,1.6688,2,2,4,1111,20000,4,628.062,692.178,0,1,0,0,0,0,0,57
21,1.6689,2,2,4,1111,20000,4,605.126,660.259,1,2,0,0,0,1,0,57
22,1.6690,1,1,4,1111,20000,4,576.708,628.298,0,2,0,0,0,0,0,57
23,1.6691,2,2,4,1111,20000,4,548.293,596.368,1,2,0,0,0,1,0,57
24,1.6691,1,1,4,1111,20000,4,519.920,541.355,1,2,0,0,0,1,0,57
25,1.6692,1,1,4,1111,20000,4,491.555,509.413,1,2,0,0,0,1,0,57
26,1.6693,1,1,4,1111,20000,4,463.158,477.462,1,2,0,0,0,1,0,57
27,1.6694,1,1,4,1111,20000,4,434.770,445.509,1,2,0,0,0,1,0,57
28,1.6695,1,1,4,1111,20000,4,413.446,413.519,1,2,0,0,0,1,0,57
29,1.6695,1,1,4,1111,20000,4,381.494,381.562,1,2,0,0,0,1,0,57
30,1.6696,1,1,4,1111,20000,4,349.541,349.600,1,2,0,0,0,1,0,57
31,1.6697,1,1,4,1111,20000,4,317.538,317.609,1,2,0,0,0,1,0,57
32,1.6697,1,1,4,1111,20000,4,285.588,285.653,1,2,0,0,0,1,0,57
33,1.6702,1,1,4,1111,20000,4,263.071,263.163,0,2,0,0,0,0,0,57
34,1.6702,1,1,4,1111,20000,4,234.637,254.097,1,2,0,0,0,1,0,57
35,1.6703,2,2,4,1111,20000,4,213.751,231.326,1,2,0,0,0,1,0,57
36,1.6704,2,2,4,1111,20000,4,190.113,199.335,1,2,0,0,0,1,0,57
