cam,seq,pts_ns,mono_ns,real_ns
0,-1,64041999,10687862885540,1783482430686265476
0,-1,96063000,10687865191315,1783482430688571283
0,-1,128083999,10687867234496,1783482430690614432
0,-1,160104999,10687869585614,1783482430692965518
0,-1,192126000,10687871602203,1783482430694982171
0,-1,224146999,10687885044623,1783482430708424591
0,-1,256167999,10688063094791,1783482430886474727
3,-1,567200000,10688228245199,1783482431051625135
0,-1,288189000,10688237032614,1783482431060412550
0,-1,320209999,10688237047014,1783482431060426950
3,-1,599242666,10688260193303,1783482431083573271
0,-1,352230999,10688268737612,1783482431092117580
0,-1,416272999,10688268830221,1783482431092210157
3,-1,631285332,10688292206047,1783482431115586015
3,-1,663328000,10688324233895,1783482431147613863
0,-1,576378000,10688332720956,1783482431156100924
3,-1,695370666,10688356283023,1783482431179662959
0,-1,608398999,10688364728292,1783482431188108260
3,-1,727413332,10688388321367,1783482431211701303
3,-1,759456000,10688477331491,1783482431300711459
0,-1,640419999,10688477365892,1783482431300745828
0,-1,672441000,10688477374340,1783482431300754340
0,-1,704461999,10688477377956,1783482431300757924
0,-1,736482999,10688477393860,1783482431300773796
3,-1,791498666,10688685873690,1783482431509253658
0,-1,832545999,10688685907738,1783482431509287706
0,-1,864567000,10688685915515,1783482431509295483
1,-1,1134800000,10688795722825,1783482431619102761
3,-1,823541332,10688804251134,1783482431627631070
3,-1,855584000,10688804322142,1783482431627702110
3,-1,887626666,10688804328190,1783482431627708158
0,-1,896587999,10688804343806,1783482431627723774
0,-1,928608999,10688804374431,1783482431627754399
0,-1,1056693000,10688804379775,1783482431627759743
1,-1,1166832999,10688827729265,1783482431651109201
3,-1,1047840000,10688836173669,1783482431659553605
0,-1,1088713999,10688836176773,1783482431659556741
1,-1,1198865999,10688859769337,1783482431683149305
3,-1,1143968000,10688868217902,1783482431691597838
1,-1,1230899000,10688891802657,1783482431715182625
0,-1,1152756000,10688891914050,1783482431715293986
3,-1,1176010666,10688891916290,1783482431715296226
3,-1,1208053332,10688891924514,1783482431715304482
1,-1,1262931999,10688923839497,1783482431747219433
1,-1,1294964999,10688955892817,1783482431779272817
0,-1,1184776999,10689100503577,1783482431923883545
0,-1,1216797999,10689100527513,1783482431923907449
3,-1,1240096000,10689100548505,1783482431923928441
3,-1,1272138666,10689100556793,1783482431923936761
1,-1,1326998000,10689100558329,1783482431923938297
3,-1,1304181332,10689100560985,1783482431923940921
0,-1,1248819000,10689100572409,1783482431923952345
