batch_idx,batch_pts_ns,mono_ns,real_ns,n_frames
0,64041999,10355431515196,1783482098254895132,1
1,192126000,10355635268486,1783482098458648422,1
2,567200000,10355843825869,1783482098667205837,2
3,631285332,10356052361044,1783482098875740980,2
4,832545999,10356258332140,1783482099081712076,2
5,1134800000,10356466913971,1783482099290293939,3
6,1248819000,10356675503451,1783482099498883419,3
7,1472965999,10356883961666,1783482099707341602,3
8,1702100000,10357092549161,1783482099915929129,4
9,1734128999,10357093046604,1783482099916426572,4
10,1816864000,10357093144077,1783482099916524045,4
11,1848906666,10357093224333,1783482099916604301,4
12,1880949332,10357100409593,1783482099923789529,4
13,1912992000,10357132455385,1783482099955835321,4
14,1945034666,10357164447930,1783482099987827866,4
15,2081364999,10357373128386,1783482100196508354,4
16,2113386000,10357373557605,1783482100196937573,4
17,2145406999,10357373663622,1783482100197043590,4
18,2177427999,10357582247629,1783482100405627565,4
19,2209449000,10357582365646,1783482100405745614,4
20,2241469999,10357582456654,1783482100405836622,4
21,2273490999,10357582536431,1783482100405916399,4
22,2305512000,10357582740944,1783482100406120912,4
23,2384087000,10357603761199,1783482100427141167,4
24,2416119999,10357635781552,1783482100459161520,4
25,2448152999,10357667799216,1783482100491179152,4
26,2566883000,10357876320472,1783482100699700440,4
27,2598911999,10357876436696,1783482100699816664,4
28,2630940999,10357876578937,1783482100699958873,4
29,2662970000,10358085141537,1783482100908521505,4
30,2694998999,10358085267617,1783482100908647553,4
31,2727027999,10358085374562,1783482100908754530,4
32,2759057000,10358085602435,1783482100908982403,4
33,2791085999,10358085706980,1783482100909086916,4
34,2881890000,10358294329644,1783482101117709612,4
35,2913910999,10358294521613,1783482101117901581,4
36,2945931999,10358294662254,1783482101118042190,4
37,3088812999,10358503773753,1783482101327153689,4
38,3120845999,10358504413309,1783482101327793277,4
39,3152879000,10358504506430,1783482101327886398,4
40,3226741332,10358504587902,1783482101327967870,4
41,3258784000,10358504659135,1783482101328039103,4
42,3303549999,10358523149006,1783482101346528974,4
43,3335579000,10358555193327,1783482101378573295,4
44,3367607999,10358587261328,1783482101410641296,4
45,3399636999,10358619233040,1783482101442613008,4
46,3495723999,10358827786808,1783482101651166744,4
47,3527753000,10358827897849,1783482101651277817,4
48,3559781999,10358827989529,1783482101651369465,4
49,3591810999,10358828083994,1783482101651463930,4
50,3623840000,10359036619138,1783482101859999106,4
51,3655868999,10359036743970,1783482101860123906,4
52,3687897999,10359036823459,1783482101860203395,4
53,3719927000,10359036899299,1783482101860279235,4
54,3751955999,10359037268837,1783482101860648773,4
55,3783984999,10359037375846,1783482101860755814,4
56,3835552000,10359067708381,1783482101891088317,4
57,3867594666,10359099680637,1783482101923060605,4
58,3899637332,10359131706078,1783482101955086046,4
59,3931680000,10359163735167,1783482101987115135,4
60,4040216999,10359363904116,1783482102187284084,4
61,4072245999,10359364089429,1783482102187469365,4
62,4104275000,10359364200598,1783482102187580566,4
63,4136303999,10359364292727,1783482102187672695,4
64,4168332999,10359572861759,1783482102396241695,4
65,4200362000,10359572993599,1783482102396373535,4
66,4290813999,10359573111904,1783482102396491872,4
