batch_idx,t_mono,n_in_batch,n_real,n_active,active_mask,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,1.6507,4,4,4,1111,5000,4,1211.969,1212.874,0,0,0,0,0,0
1,1.6519,4,4,4,1111,5000,4,1208.367,1213.041,0,0,0,0,0,0
2,1.6849,4,4,4,1111,5000,4,1238.965,1241.524,0,0,0,0,0,0
3,1.7182,4,4,4,1111,5000,4,1270.479,1272.437,0,0,0,0,0,0
4,1.7515,4,4,4,1111,5000,4,99.743,1304.061,0,0,0,0,0,0
5,1.7850,4,4,4,1111,5000,4,99.764,123.481,1,1,1,0,0,0
6,1.8183,4,4,4,1111,5000,4,99.926,133.134,1,1,1,0,0,0
7,1.8516,4,4,4,1111,5000,4,99.577,133.127,2,2,1,0,0,1
8,1.8852,4,4,4,1111,5000,4,99.893,133.269,1,2,0,0,0,1
9,1.9183,3,3,4,1111,5000,4,93.776,99.655,1,2,0,0,0,1
10,1.9517,4,4,4,1111,5000,4,98.928,132.177,2,3,0,0,1,1
11,1.9850,4,4,4,1111,5000,4,99.197,133.011,1,3,0,0,0,1
12,2.0183,4,4,4,1111,5000,4,99.570,132.826,2,3,0,0,1,1
13,2.0516,4,4,4,1111,5000,4,99.576,132.776,2,3,0,0,1,1
14,2.0850,4,4,4,1111,5000,4,99.794,133.066,2,3,0,0,1,1
15,2.1183,4,4,4,1111,5000,4,99.789,132.979,2,3,0,0,1,1
16,2.1516,4,4,4,1111,5000,4,99.804,133.020,2,3,0,0,1,1
17,2.1850,4,4,4,1111,5000,4,99.376,132.999,2,3,0,0,1,1
18,2.2184,4,4,4,1111,5000,4,99.847,133.004,1,3,0,0,0,1
19,2.2516,4,4,4,1111,5000,4,99.418,132.994,1,3,0,0,0,1
20,2.2850,4,4,4,1111,5000,4,99.811,133.112,2,3,0,0,1,1
21,2.3182,4,4,4,1111,5000,4,99.895,132.968,1,3,0,0,0,1
22,2.3518,4,4,4,1111,5000,4,99.980,133.168,2,3,0,0,1,1
23,2.3850,4,4,4,1111,5000,4,99.815,133.174,1,3,0,0,0,1
24,2.4184,4,4,4,1111,5000,4,99.897,133.113,2,3,0,0,1,1
25,2.4517,4,4,4,1111,5000,4,99.694,133.201,1,3,0,0,0,1
26,2.4863,4,4,4,1111,5000,4,100.906,134.195,1,3,0,0,0,1
27,2.5184,4,4,4,1111,5000,4,99.541,133.130,1,3,0,0,0,1
28,2.6154,4,4,4,1111,5000,4,161.785,196.748,2,3,0,0,1,1
29,2.6586,4,4,4,1111,5000,4,171.799,206.460,1,3,0,0,0,1
30,2.7178,4,4,4,1111,5000,4,199.017,231.634,2,3,0,0,1,1
31,2.7548,4,4,4,1111,5000,4,202.624,235.623,1,3,0,0,0,1
32,2.7724,4,4,4,1111,5000,4,156.395,220.321,1,3,0,0,0,1
33,2.7877,4,4,4,1111,5000,4,128.514,171.285,1,3,0,0,0,1
34,2.8024,4,4,4,1111,5000,4,84.128,142.831,2,3,0,0,1,1
35,2.8147,4,4,4,1111,5000,4,59.378,95.883,1,3,0,0,0,1
36,2.9027,4,4,4,1111,5000,4,129.811,146.974,1,3,0,0,0,1
37,2.9042,4,4,4,1111,5000,4,116.032,130.868,2,3,0,0,1,1
38,2.9056,4,4,4,1111,5000,4,102.717,117.093,2,3,0,0,1,1
39,2.9182,4,4,4,1111,5000,4,100.052,114.847,1,3,0,0,0,1
40,2.9770,4,4,4,1111,5000,4,73.818,158.526,1,3,0,0,0,1
41,2.9850,4,4,4,1111,5000,4,79.943,81.449,1,3,0,0,0,1
42,3.0184,4,4,4,1111,5000,4,99.862,111.118,1,3,0,0,0,1
43,3.0525,4,4,4,1111,5000,4,100.928,132.221,1,3,0,0,0,1
44,3.0863,4,4,4,1111,5000,4,100.926,134.388,1,3,0,0,0,1
45,3.1735,4,4,4,1111,5000,4,154.820,188.037,1,3,0,0,0,1
46,3.1750,4,4,4,1111,5000,4,121.381,156.186,1,3,0,0,0,1
47,3.1850,4,4,4,1111,5000,4,99.236,131.476,1,3,0,0,0,1
48,3.2468,4,4,4,1111,5000,4,128.472,161.408,2,4,0,0,1,1
49,3.2515,4,4,4,1111,5000,4,77.594,132.905,2,4,0,0,1,1
50,3.2850,4,4,4,1111,5000,4,99.849,110.539,2,4,0,0,1,1
51,3.3183,4,4,4,1111,5000,4,100.065,133.018,1,4,0,0,0,1
52,3.3516,4,4,4,1111,5000,4,99.625,133.084,2,4,0,0,1,1
53,3.3850,4,4,4,1111,5000,4,99.532,133.202,3,5,1,0,1,1
54,3.4184,4,4,4,1111,5000,4,99.878,133.114,3,5,1,0,1,1
55,3.4517,4,4,4,1111,5000,4,99.840,133.080,1,5,0,0,0,1
56,3.4851,4,4,4,1111,5000,4,99.808,133.135,2,6,0,1,0,1
57,3.5184,4,4,4,1111,5000,4,99.499,133.053,2,6,0,1,0,1
58,3.5517,4,4,4,1111,5000,4,99.765,133.029,2,6,0,1,0,1
59,3.5850,4,4,4,1111,5000,4,98.720,132.956,2,6,0,1,0,1
60,3.6186,4,4,4,1111,5000,4,100.003,132.373,2,6,0,1,0,1
61,3.6516,4,4,4,1111,5000,4,99.685,132.970,2,6,0,1,0,1
62,3.6849,4,4,4,1111,5000,4,99.461,132.895,2,6,0,1,0,1
63,3.7182,4,4,4,1111,5000,4,98.381,132.928,2,6,0,1,0,1
64,3.7516,4,4,4,1111,5000,4,98.690,131.911,2,6,0,1,0,1
65,3.7851,4,4,4,1111,5000,4,98.756,132.194,2,6,0,1,0,1
66,3.8184,4,4,4,1111,5000,4,99.969,132.186,2,6,0,1,0,1
67,3.8518,4,4,4,1111,5000,4,99.866,133.284,3,6,1,1,0,1
68,3.8850,4,4,4,1111,5000,4,99.430,133.079,3,6,1,1,0,1
69,3.9184,4,4,4,1111,5000,4,99.554,133.041,4,6,1,1,1,1
70,3.9517,4,4,4,1111,5000,4,99.451,132.977,4,6,1,1,1,1
71,3.9850,4,4,4,1111,5000,4,99.640,132.930,3,6,1,1,0,1
72,4.0182,4,4,4,1111,5000,4,99.370,132.759,3,6,1,1,0,1
73,4.0516,4,4,4,1111,5000,4,99.674,132.971,3,6,1,1,0,1
74,4.0852,4,4,4,1111,5000,4,99.958,133.120,3,6,1,1,0,1
75,4.1184,4,4,4,1111,5000,4,98.679,133.102,3,6,1,1,0,1
76,4.1517,4,4,4,1111,5000,4,98.856,132.164,3,6,1,1,0,1
77,4.1852,4,4,4,1111,5000,4,99.046,132.429,3,6,1,1,0,1
78,4.2185,4,4,4,1111,5000,4,99.770,132.419,3,6,1,1,0,1
79,4.2516,4,4,4,1111,5000,4,99.536,132.920,3,6,1,1,0,1
80,4.2850,4,4,4,1111,5000,4,98.590,133.007,3,6,1,1,0,1
