batch_idx,batch_pts_ns,mono_ns,real_ns,n_frames
0,64041999,10754668594422,1783482497491974390,1
1,192126000,10754876693136,1783482497700073072,1
2,567200000,10755085257293,1783482497908637261,2
3,608398999,10755293806987,1783482498117186891,2
4,864567000,10755500081498,1783482498323461434,2
5,1134800000,10755708730104,1783482498532110072,3
6,1240096000,10755917328630,1783482498740708598,3
7,1496437332,10756125823731,1783482498949203699,3
8,1711394000,10756334414960,1783482499157794928,4
9,1743426999,10756334562065,1783482499157942001,4
10,1816864000,10756334657714,1783482499158037618,4
11,1848906666,10756334732658,1783482499158112594,4
12,1880949332,10756334799699,1783482499158179667,4
13,1912992000,10756358779689,1783482499182159657,4
14,2113386000,10756567336199,1783482499390716135,4
15,2145406999,10756775923365,1783482499599303333,4
16,2177427999,10756776062342,1783482499599442310,4
17,2209449000,10756776143750,1783482499599523654,4
18,2241469999,10756776206694,1783482499599586630,4
19,2273490999,10756776271815,1783482499599651751,4
20,2305512000,10756776329991,1783482499599709959,4
21,2342679999,10756781248358,1783482499604628294,4
22,2369553999,10756989726435,1783482499813106371,3
23,2566883000,10757198313921,1783482500021693889,4
24,2598911999,10757198425922,1783482500021805890,4
25,2630940999,10757198538178,1783482500021918146,4
26,2662970000,10757198625059,1783482500022005027,4
27,2694998999,10757198700451,1783482500022080419,4
28,2727027999,10757198757124,1783482500022137092,4
29,2759057000,10757199074662,1783482500022454598,4
30,2791085999,10757238229276,1783482500061609244,4
31,2977953000,10757446781049,1783482500270160985,4
32,3009973999,10757446918298,1783482500270298234,4
33,3041994999,10757655467192,1783482500478847160,4
34,3074016000,10757655590424,1783482500478970360,4
35,3106036999,10757655702489,1783482500479082457,4
36,3138057999,10757655789914,1783482500479169882,4
37,3170079000,10757655870106,1783482500479250074,4
38,3226741332,10757864462936,1783482500687842904,4
39,3258784000,10757864581561,1783482500687961529,4
40,3290826666,10757864682073,1783482500688062009,4
41,3322869332,10757864802970,1783482500688182938,4
42,3495723999,10758073383928,1783482500896763896,4
43,3527753000,10758073498457,1783482500896878393,4
44,3559781999,10758073626777,1783482500897006713,4
45,3591810999,10758073756762,1783482500897136698,4
46,3623840000,10758073838139,1783482500897218075,4
47,3655868999,10758112988049,1783482500936368017,4
48,3687897999,10758145072602,1783482500968452570,4
49,3719927000,10758177078979,1783482501000458947,4
50,3751955999,10758209207917,1783482501032587885,4
51,3867594666,10758417763691,1783482501241143659,4
52,3899637332,10758417883947,1783482501241263915,4
53,3931680000,10758417973644,1783482501241353612,4
54,3963722666,10758418059852,1783482501241439788,4
55,3995765332,10758626603370,1783482501449983306,4
56,4027808000,10758626728555,1783482501450108523,4
57,4059850666,10758626877356,1783482501450257324,4
58,4091893332,10758626953676,1783482501450333644,4
59,4123936000,10758627080365,1783482501450460333,4
60,4155978666,10758627165614,1783482501450545550,4
61,4209968000,10758647601902,1783482501470981838,4
62,4290813999,10758856222188,1783482501679602156,4
63,4322835000,10758856340333,1783482501679720301,4
64,4354855999,10758856425901,1783482501679805837,4
65,4418898000,10758856511630,1783482501679891598,4
66,4450918999,10759065077772,1783482501888457740,4
67,4482939999,10759065200908,1783482501888580844,4
68,4514961000,10759065294093,1783482501888674061,4
69,4546981999,10759065377390,1783482501888757358,4
