batch_idx,t_mono,n_in_batch,n_real,n_active,active_mask,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,2.4383,1,1,4,1111,33333,4,1214.570,1459.554,0,0,0,0,0,0
1,2.4393,1,1,4,1111,33333,4,1182.691,1452.727,0,0,0,0,0,0
2,2.4396,1,1,4,1111,33333,4,1149.585,1434.742,0,0,0,0,0,0
3,2.4397,1,1,4,1111,33333,4,1116.455,1399.375,0,0,0,0,0,0
4,2.4973,1,1,4,1111,33333,4,56.862,943.851,0,0,0,0,0,0
5,2.4977,1,1,4,1111,33333,4,56.513,939.468,0,0,0,0,0,0
6,2.4980,1,1,4,1111,33333,4,56.288,936.786,0,0,0,0,0,0
7,2.4982,1,1,4,1111,33333,4,56.002,918.871,0,0,0,0,0,0
8,2.5525,1,1,4,1111,33333,4,53.995,452.295,0,0,0,0,0,0
9,2.5528,1,1,4,1111,33333,4,53.639,440.724,0,0,0,0,0,0
10,2.5531,1,1,4,1111,33333,4,53.462,406.340,0,0,0,0,0,0
11,2.5533,1,1,4,1111,33333,4,53.192,374.821,0,0,0,0,0,0
12,2.6010,1,1,4,1111,33333,4,11.127,37.603,0,0,0,0,0,0
13,2.6395,1,1,4,1111,33333,4,16.367,61.108,1,1,0,1,0,0
14,2.6727,1,1,4,1111,33333,4,16.270,58.425,2,2,0,2,0,0
15,2.7064,1,1,4,1111,33333,4,16.474,60.042,2,2,0,2,0,0
16,2.7402,1,1,4,1111,33333,4,16.961,61.907,2,2,0,2,0,0
17,2.7729,1,1,4,1111,33333,4,16.363,58.676,2,2,0,2,0,0
18,2.8060,1,1,4,1111,33333,4,16.184,59.431,3,3,0,3,0,0
19,2.8394,1,1,4,1111,33333,4,16.257,57.290,3,3,0,3,0,0
20,2.8778,1,1,4,1111,33333,4,21.293,63.569,3,3,0,3,0,0
21,2.9078,1,1,4,1111,33333,4,17.922,61.231,3,3,0,3,0,0
