batch_idx,t_mono,n_in_batch,n_real,n_active,active_mask,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,2.3295,1,1,4,1111,33333,4,1257.675,1322.306,0,0,0,0,0,0
1,2.3304,1,1,4,1111,33333,4,1225.474,1299.657,0,0,0,0,0,0
2,2.3307,1,1,4,1111,33333,4,1192.196,1273.941,0,0,0,0,0,0
3,2.3308,1,1,4,1111,33333,4,1159.005,1241.349,0,0,0,0,0,0
4,2.3872,1,1,4,1111,33333,4,55.808,774.073,0,0,0,0,0,0
5,2.3877,1,1,4,1111,33333,4,55.667,770.144,0,0,0,0,0,0
6,2.3880,1,1,4,1111,33333,4,55.624,764.130,0,0,0,0,0,0
7,2.3884,1,1,4,1111,33333,4,55.628,728.029,0,0,0,0,0,0
8,2.4431,1,1,4,1111,33333,4,54.446,334.148,0,0,0,0,0,0
9,2.4434,1,1,4,1111,33333,4,53.982,318.734,0,0,0,0,0,0
10,2.4440,1,1,4,1111,33333,4,54.015,284.211,0,0,0,0,0,0
11,2.4444,1,1,4,1111,33333,4,53.346,252.935,0,0,0,0,0,0
12,2.7906,1,1,4,1111,33333,4,18.679,113.930,0,0,0,0,0,0
13,2.8218,1,1,4,1111,33333,4,16.684,127.390,0,0,0,0,0,0
14,2.8546,1,1,4,1111,33333,4,16.256,125.292,0,0,0,0,0,0
15,2.8881,1,1,4,1111,33333,4,16.439,127.430,0,0,0,0,0,0
16,2.9212,1,1,4,1111,33333,4,16.303,128.256,0,0,0,0,0,0
17,2.9548,1,1,4,1111,33333,4,16.507,124.825,1,1,0,0,0,1
18,2.9880,1,1,4,1111,33333,4,16.363,128.718,1,1,0,0,0,1
19,3.0213,1,1,4,1111,33333,4,16.311,129.675,1,1,0,0,0,1
20,3.0545,1,1,4,1111,33333,4,16.201,126.871,1,1,0,0,0,1
21,3.0877,1,1,4,1111,33333,4,16.055,128.088,2,2,0,0,0,2
22,3.1212,1,1,4,1111,33333,4,16.240,129.707,2,2,0,0,0,2
23,3.1548,1,1,4,1111,33333,4,16.483,126.867,2,2,0,0,0,2
24,3.1881,1,1,4,1111,33333,4,16.452,128.565,2,2,0,0,0,2
25,3.2216,1,1,4,1111,33333,4,16.678,126.363,2,2,0,0,0,2
26,3.2546,1,1,4,1111,33333,4,16.283,126.896,2,2,0,0,0,2
27,3.2883,1,1,4,1111,33333,4,16.715,128.955,2,2,0,0,0,2
28,3.3217,1,1,4,1111,33333,4,16.728,126.514,2,2,0,0,0,2
29,3.3548,1,1,4,1111,33333,4,16.573,127.150,2,2,0,0,0,2
30,3.3885,1,1,4,1111,33333,4,16.815,127.207,2,2,0,0,0,2
31,3.4296,1,1,4,1111,33333,4,24.445,134.249,2,2,0,0,0,2
32,3.4596,1,1,4,1111,33333,4,21.286,132.205,2,2,0,0,0,2
33,3.4948,1,1,4,1111,33333,4,23.247,135.329,2,2,0,0,0,2
34,3.5234,1,1,4,1111,33333,4,18.393,127.944,2,2,0,0,0,2
35,3.5550,1,1,4,1111,33333,4,16.731,123.410,2,2,0,0,0,2
36,3.6039,1,1,4,1111,33333,4,32.190,141.520,2,2,0,0,0,2
37,3.6235,1,1,4,1111,33333,4,18.495,126.922,2,2,0,0,0,2
38,3.6540,1,1,4,1111,33333,4,15.741,125.008,2,2,0,0,0,2
39,3.6879,1,1,4,1111,33333,4,16.227,128.751,3,3,0,0,0,3
40,3.7216,1,1,4,1111,33333,4,16.648,115.802,3,3,0,0,0,3
41,3.7551,1,1,4,1111,33333,4,16.760,127.564,3,3,0,0,0,3
42,3.7879,1,1,4,1111,33333,4,16.179,128.422,3,3,0,0,0,3
43,3.8213,1,1,4,1111,33333,4,16.313,125.796,3,3,0,0,0,3
44,3.8548,1,1,4,1111,33333,4,16.509,127.746,3,3,0,0,0,3
45,3.8881,1,1,4,1111,33333,4,16.499,125.353,3,3,0,0,0,3
46,3.9209,1,1,4,1111,33333,4,15.972,125.378,3,3,0,0,0,3
47,3.9547,1,1,4,1111,33333,4,16.408,125.971,3,3,0,0,0,3
48,3.9878,1,1,4,1111,33333,4,16.258,124.359,3,3,0,0,0,3
49,4.0214,1,1,4,1111,33333,4,16.410,126.203,3,3,0,0,0,3
50,4.0547,1,1,4,1111,33333,4,16.360,127.121,3,3,0,0,0,3
51,4.0876,1,1,4,1111,33333,4,15.972,123.111,3,3,0,0,0,3
52,4.1213,1,1,4,1111,33333,4,16.418,125.856,3,3,0,0,0,3
53,4.1550,1,1,4,1111,33333,4,16.740,123.769,3,3,0,0,0,3
