batch_idx,t_mono,n_in_batch,n_real,n_active,active_mask,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,2.2206,1,1,4,1111,5000,4,1244.663,1250.459,0,0,0,0,0,0
1,2.2215,1,1,4,1111,5000,4,1236.905,1242.161,0,0,0,0,0,0
2,2.2218,1,1,4,1111,5000,4,1214.310,1219.651,0,0,0,0,0,0
3,2.2219,1,1,4,1111,5000,4,1182.734,1188.091,0,0,0,0,0,0
4,2.3491,3,3,4,1111,5000,4,121.649,803.266,0,0,0,0,0,0
5,2.3497,3,3,4,1111,5000,4,115.798,798.933,3,3,3,0,0,0
6,2.3500,3,3,4,1111,5000,4,109.574,782.185,3,3,3,0,0,0
7,2.3503,3,3,4,1111,5000,4,103.403,750.519,3,3,3,0,0,0
8,2.5262,3,3,4,1111,5000,4,170.070,175.294,3,3,3,0,0,0
9,2.5358,3,3,4,1111,5000,4,173.112,181.746,8,8,3,3,2,0
10,2.5486,3,3,4,1111,5000,4,179.537,191.827,8,8,3,3,2,0
11,2.5511,3,3,4,1111,5000,4,175.415,188.023,8,8,3,3,2,0
12,2.6707,3,3,4,1111,5000,4,137.177,142.418,7,8,3,2,2,0
13,2.6772,3,3,4,1111,5000,4,133.547,138.831,8,8,3,3,2,0
14,2.6840,3,3,4,1111,5000,4,126.301,131.522,8,8,3,3,2,0
15,2.6914,3,3,4,1111,5000,4,126.578,135.732,8,8,3,3,2,0
16,2.8615,4,4,4,1111,5000,4,169.240,193.378,8,8,3,3,2,0
17,2.8665,3,3,4,1111,5000,4,167.100,192.735,4,8,0,2,2,0
18,2.8734,3,3,4,1111,5000,4,166.749,172.620,8,8,3,3,2,0
19,2.8945,4,4,4,1111,5000,4,183.316,187.895,8,8,3,3,2,0
20,3.0802,4,4,4,1111,5000,4,214.398,368.616,7,8,3,2,2,0
21,3.0829,4,4,4,1111,5000,4,209.800,218.435,8,9,3,3,2,0
22,3.0841,4,4,4,1111,5000,4,205.222,213.266,9,11,3,3,1,2
23,3.0854,4,4,4,1111,5000,4,185.620,189.047,10,11,3,3,2,2
24,3.2119,4,4,4,1111,5000,4,125.715,129.028,9,11,3,2,2,2
25,3.2290,4,4,4,1111,5000,4,136.925,142.355,10,11,3,3,2,2
26,3.2759,4,4,4,1111,5000,4,177.123,180.857,9,11,3,2,2,2
27,3.2824,4,4,4,1111,5000,4,177.714,181.843,9,11,3,2,2,2
28,3.3019,4,4,4,1111,5000,4,84.090,87.431,10,11,3,3,2,2
29,3.3514,4,4,4,1111,5000,4,116.559,119.953,9,11,3,2,2,2
30,3.3579,4,4,4,1111,5000,4,76.230,79.539,9,11,3,2,2,2
31,3.4742,4,4,4,1111,5000,4,184.499,187.704,9,11,3,2,2,2
32,3.4831,4,4,4,1111,5000,4,175.514,178.757,9,11,3,2,2,2
33,3.5002,4,4,4,1111,5000,4,142.397,146.214,9,11,3,2,2,2
34,3.5578,4,4,4,1111,5000,4,193.686,196.935,9,11,3,2,2,2
35,3.6113,4,4,4,1111,5000,4,131.398,134.650,9,11,3,2,2,2
36,3.6209,4,4,4,1111,5000,4,131.986,135.172,9,11,3,2,2,2
37,3.7217,4,4,4,1111,5000,4,215.945,219.256,9,11,3,2,2,2
38,3.7472,4,4,4,1111,5000,4,183.906,187.162,9,11,3,2,2,2
39,3.7663,4,4,4,1111,5000,4,149.022,152.128,9,11,3,2,2,2
40,3.7893,4,4,4,1111,5000,4,160.336,163.619,9,11,3,2,2,2
41,3.7949,4,4,4,1111,5000,4,67.896,71.265,10,11,3,3,2,2
42,3.9081,4,4,4,1111,5000,4,155.501,158.926,9,11,3,2,2,2
43,3.9105,4,4,4,1111,5000,4,138.637,142.051,9,11,3,2,2,2
44,3.9129,4,4,4,1111,5000,4,116.256,120.270,9,11,3,2,2,2
45,3.9163,4,4,4,1111,5000,4,115.316,119.391,9,11,3,2,2,2
