batch_idx,t_mono,n_in_batch,n_real,n_active,active_mask,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,2.3950,1,1,4,1111,100000,4,1241.250,1341.620,0,0,0,0,0,0
1,2.3959,1,1,4,1111,100000,4,1139.522,1336.150,0,0,0,0,0,0
2,2.3961,1,1,4,1111,100000,4,1038.332,1304.997,0,0,0,0,0,0
3,2.3963,1,1,4,1111,100000,4,937.507,1273.035,0,0,0,0,0,0
4,2.5400,3,3,4,1111,100000,4,43.348,912.061,0,0,0,0,0,0
5,2.6298,3,3,4,1111,100000,4,31.243,997.944,2,2,0,0,0,2
6,2.7427,3,3,4,1111,100000,4,41.800,1083.039,2,2,0,0,0,2
7,2.8503,4,4,4,1111,100000,4,99.938,1159.692,2,2,0,0,0,2
8,2.8660,4,4,4,1111,100000,4,103.474,323.801,2,2,0,0,0,2
9,2.9629,4,4,4,1111,100000,4,161.509,331.118,6,6,2,2,0,2
10,2.9664,4,4,4,1111,100000,4,119.801,222.071,6,6,2,2,0,2
11,2.9741,4,4,4,1111,100000,4,111.327,119.839,6,6,2,2,0,2
12,2.9818,4,4,4,1111,100000,4,82.567,112.090,8,8,2,2,2,2
13,3.0333,4,4,4,1111,100000,4,64.716,68.125,8,8,2,2,2,2
14,3.0388,4,4,4,1111,100000,4,61.841,67.804,8,8,2,2,2,2
15,3.0750,4,4,4,1111,100000,4,76.758,97.560,8,8,2,2,2,2
16,3.0769,4,4,4,1111,100000,4,46.058,93.421,8,8,2,2,2,2
17,3.1028,4,4,4,1111,100000,4,40.251,65.591,7,8,1,2,2,2
18,3.1879,4,4,4,1111,100000,4,89.134,147.227,8,8,2,2,2,2
19,3.2070,4,4,4,1111,100000,4,76.147,129.512,7,8,1,2,2,2
20,3.2403,4,4,4,1111,100000,4,77.214,152.107,8,8,2,2,2,2
