batch_idx,t_mono,n_in_batch,n_real,n_active,active_mask,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,2.2725,1,1,4,1111,33300,4,1205.984,1239.712,0,0,0,0,0,0
1,2.2735,1,1,4,1111,33300,4,1171.556,1220.607,0,0,0,0,0,0
2,2.2737,1,1,4,1111,33300,4,1137.030,1198.588,0,0,0,0,0,0
3,2.2739,1,1,4,1111,33300,4,1102.333,1162.504,0,0,0,0,0,0
4,2.3632,3,3,4,1111,33300,4,55.560,778.362,0,0,0,0,0,0
5,2.3892,3,3,4,1111,33300,4,46.666,799.576,3,3,3,0,0,0
6,2.4054,3,3,4,1111,33300,4,27.824,795.066,3,3,3,0,0,0
7,2.4452,3,3,4,1111,33300,4,32.091,802.333,3,3,3,0,0,0
8,2.4838,3,3,4,1111,33300,4,35.698,118.703,3,3,3,0,0,0
9,2.5227,3,3,4,1111,33300,4,39.547,131.439,6,6,3,2,1,0
10,2.5526,3,3,4,1111,33300,4,34.332,145.025,6,6,3,2,1,0
11,2.5814,3,3,4,1111,33300,4,27.851,134.109,6,6,3,2,1,0
12,2.6147,3,3,4,1111,33300,4,25.890,126.677,6,6,3,2,1,0
13,2.6618,3,3,4,1111,33300,4,37.812,136.737,7,7,3,2,2,0
14,2.6934,3,3,4,1111,33300,4,34.257,138.588,7,7,3,2,2,0
15,2.7377,3,3,4,1111,33300,4,43.153,154.476,7,7,3,2,2,0
16,2.7818,3,3,4,1111,33300,4,43.324,164.899,6,7,3,1,2,0
17,2.9189,4,4,4,1111,33300,4,136.250,254.607,7,7,3,2,2,0
18,2.9200,4,4,4,1111,33300,4,135.215,224.166,7,7,3,2,2,0
19,2.9213,4,4,4,1111,33300,4,126.346,181.408,6,7,3,2,1,0
20,2.9234,4,4,4,1111,33300,4,123.037,139.241,7,7,3,2,2,0
21,3.0525,4,4,4,1111,33300,4,127.689,130.709,7,7,3,2,2,0
22,3.0548,4,4,4,1111,33300,4,122.679,129.255,9,9,3,2,2,2
23,3.0577,4,4,4,1111,33300,4,117.318,123.691,9,9,3,2,2,2
24,3.0602,4,4,4,1111,33300,4,113.856,118.442,9,9,3,2,2,2
25,3.1794,4,4,4,1111,33300,4,120.817,124.078,8,9,3,2,1,2
26,3.1817,4,4,4,1111,33300,4,115.133,120.270,8,9,3,2,1,2
27,3.1840,4,4,4,1111,33300,4,109.365,115.437,9,9,3,2,2,2
28,3.1865,4,4,4,1111,33300,4,107.684,111.551,9,9,3,2,2,2
29,3.3033,4,4,4,1111,33300,4,116.207,121.090,7,9,3,1,1,2
30,3.3092,4,4,4,1111,33300,4,118.569,121.878,9,9,3,2,2,2
31,3.3117,4,4,4,1111,33300,4,114.467,117.144,9,9,3,2,2,2
32,3.3142,4,4,4,1111,33300,4,103.186,114.441,9,9,3,2,2,2
33,3.4178,4,4,4,1111,33300,4,107.886,112.066,8,9,3,2,1,2
34,3.4199,4,4,4,1111,33300,4,100.994,107.684,8,9,2,2,2,2
35,3.4226,4,4,4,1111,33300,4,96.535,102.773,9,9,3,2,2,2
36,3.4257,4,4,4,1111,33300,4,81.563,99.296,9,9,3,2,2,2
37,3.5084,4,4,4,1111,33300,4,84.832,87.927,8,9,3,2,1,2
38,3.5140,4,4,4,1111,33300,4,82.212,89.504,9,9,3,2,2,2
39,3.5250,4,4,4,1111,33300,4,81.397,92.281,9,9,3,2,2,2
40,3.5273,4,4,4,1111,33300,4,50.834,80.671,9,9,3,2,2,2
41,3.5624,4,4,4,1111,33300,4,47.545,51.612,8,9,3,2,1,2
42,3.5772,4,4,4,1111,33300,4,32.589,60.912,9,9,3,2,2,2
43,3.6077,4,4,4,1111,33300,4,30.981,61.960,9,9,3,2,2,2
44,3.6396,4,4,4,1111,33300,4,31.138,61.654,8,9,3,2,1,2
45,3.6764,4,4,4,1111,33300,4,31.598,62.048,8,9,3,2,1,2
46,3.7083,4,4,4,1111,33300,4,31.158,62.619,9,9,3,2,2,2
47,3.7404,4,4,4,1111,33300,4,31.338,62.796,8,9,3,2,1,2
48,3.7882,4,4,4,1111,33300,4,43.216,73.180,8,9,3,2,1,2
49,3.8102,4,4,4,1111,33300,4,33.324,64.308,9,9,3,2,2,2
50,3.8402,4,4,4,1111,33300,4,31.281,57.420,8,9,3,2,1,2
51,3.8812,4,4,4,1111,33300,4,36.355,66.334,9,9,3,2,2,2
52,3.9086,4,4,4,1111,33300,4,32.495,62.931,8,9,3,2,1,2
53,3.9407,4,4,4,1111,33300,4,31.373,58.606,9,9,3,2,2,2
54,3.9762,4,4,4,1111,33300,4,31.442,60.995,8,9,3,2,1,2
55,4.0079,4,4,4,1111,33300,4,31.004,62.277,8,9,3,2,1,2
56,4.0397,4,4,4,1111,33300,4,31.158,56.911,7,9,3,1,1,2
57,4.0761,4,4,4,1111,33300,4,31.414,61.567,9,9,3,2,2,2
58,4.1084,4,4,4,1111,33300,4,31.551,62.985,8,9,3,1,2,2
59,4.1407,4,4,4,1111,33300,4,31.648,58.089,8,9,3,1,2,2
60,4.1766,4,4,4,1111,33300,4,31.371,61.366,9,9,3,2,2,2
61,4.2117,4,4,4,1111,33300,4,34.327,65.191,8,9,3,1,2,2
62,4.2671,4,4,4,1111,33300,4,54.420,83.775,9,9,3,2,2,2
63,4.2836,4,4,4,1111,33300,4,38.330,69.762,9,9,3,2,2,2
64,4.3088,4,4,4,1111,33300,4,32.285,57.468,9,9,3,2,2,2
65,4.3446,4,4,4,1111,33300,4,32.627,62.127,9,9,3,2,2,2
66,4.3770,4,4,4,1111,33300,4,31.736,62.291,9,10,3,2,2,2
67,4.4095,4,4,4,1111,33300,4,31.664,63.509,10,10,3,3,2,2
68,4.4443,4,4,4,1111,33300,4,31.496,66.039,10,10,3,3,2,2
69,4.4818,4,4,4,1111,33300,4,36.755,67.954,9,10,3,2,2,2
70,4.5100,4,4,4,1111,33300,4,33.009,63.926,9,10,3,2,2,2
71,4.5376,3,3,4,1111,33300,4,25.042,59.614,6,10,0,2,2,2
72,4.5771,4,4,4,1111,33300,4,32.909,64.404,10,10,3,3,2,2
73,4.6082,4,4,4,1111,33300,4,32.598,63.296,9,10,3,2,2,2
74,4.6413,4,4,4,1111,33300,4,32.302,64.973,10,10,3,3,2,2
75,4.6774,4,4,4,1111,33300,4,33.290,63.561,9,10,3,2,2,2
76,4.7091,4,4,4,1111,33300,4,31.854,64.194,10,10,3,3,2,2
77,4.7449,4,4,4,1111,33300,4,36.829,67.562,9,10,3,2,2,2
78,4.7766,4,4,4,1111,33300,4,32.379,62.291,10,10,3,3,2,2
79,4.8083,4,4,4,1111,33300,4,31.112,62.846,8,10,3,1,2,2
80,4.8385,4,4,4,1111,33300,4,31.046,61.208,9,10,3,2,2,2
81,4.8769,4,4,4,1111,33300,4,32.770,63.503,9,10,3,2,2,2
82,4.9090,4,4,4,1111,33300,4,31.575,64.116,10,10,3,3,2,2
83,4.9397,4,4,4,1111,33300,4,31.323,62.184,9,10,2,3,2,2
84,4.9770,4,4,4,1111,33300,4,32.308,62.552,10,10,3,3,2,2
85,5.0074,4,4,4,1111,33300,4,31.206,62.158,8,10,2,2,2,2
86,5.0440,4,4,4,1111,33300,4,32.393,66.462,10,10,3,3,2,2
87,5.0814,4,4,4,1111,33300,4,36.635,68.932,10,10,3,3,2,2
88,5.1103,4,4,4,1111,33300,4,33.518,65.069,9,10,3,2,2,2
89,5.1390,4,4,4,1111,33300,4,31.388,61.543,8,10,2,2,2,2
90,5.1743,4,4,4,1111,33300,4,33.913,60.653,9,10,3,2,2,2
91,5.2220,4,4,4,1111,33300,4,45.340,75.777,8,10,3,1,2,2
92,5.2457,4,4,4,1111,33300,4,37.789,68.194,10,10,3,3,2,2
93,5.2782,4,4,4,1111,33300,4,33.607,64.114,10,10,3,3,2,2
94,5.3078,4,4,4,1111,33300,4,31.277,61.486,9,10,3,2,2,2
95,5.3402,4,4,4,1111,33300,4,31.327,62.910,10,10,3,3,2,2
96,5.3771,4,4,4,1111,33300,4,32.942,68.616,10,10,3,3,2,2
97,5.4093,4,4,4,1111,33300,4,31.656,64.422,9,10,3,2,2,2
98,5.4399,4,4,4,1111,33300,4,30.681,62.214,9,10,2,3,2,2
99,5.4767,4,4,4,1111,33300,4,32.008,66.773,10,10,3,3,2,2
100,5.5091,4,4,4,1111,33300,4,31.584,63.692,9,10,2,3,2,2
101,5.5415,4,4,4,1111,33300,4,31.424,64.164,10,10,3,3,2,2
102,5.5815,3,3,4,1111,33300,4,36.639,71.745,7,10,3,0,2,2
103,5.5995,4,4,4,1111,33300,4,41.916,54.768,10,10,3,3,2,2
104,5.6210,4,4,4,1111,33300,4,31.751,44.419,9,10,3,2,2,2
105,5.6764,3,3,4,1111,33300,4,33.693,67.422,7,10,3,0,2,2
106,5.7136,4,4,4,1111,33300,4,36.455,68.057,9,10,3,2,2,2
107,5.7407,4,4,4,1111,33300,4,33.182,63.653,10,10,3,3,2,2
108,5.7710,4,4,4,1111,33300,4,30.999,62.699,10,10,3,3,2,2
109,5.8075,4,4,4,1111,33300,4,31.483,61.746,9,10,3,2,2,2
110,5.8392,4,4,4,1111,33300,4,30.885,62.373,9,10,3,2,2,2
111,5.8769,3,3,4,1111,33300,4,32.993,68.153,7,10,3,0,2,2
112,5.8934,4,4,4,1111,33300,4,35.548,49.426,9,10,3,2,2,2
113,5.9202,4,4,4,1111,33300,4,31.154,45.016,10,10,3,3,2,2
114,5.9524,4,4,4,1111,33300,4,30.935,44.472,8,10,3,1,2,2
115,6.0018,4,4,4,1111,33300,4,44.233,57.879,10,10,3,3,2,2
116,6.0578,4,4,4,1111,33300,4,59.026,81.456,10,10,3,3,2,2
117,6.0593,4,4,4,1111,33300,4,37.711,51.352,10,10,3,3,2,2
118,6.0893,4,4,4,1111,33300,4,31.552,45.364,9,10,3,2,2,2
119,6.1243,4,4,4,1111,33300,4,34.339,48.815,10,10,3,3,2,2
120,6.1614,4,4,4,1111,33300,4,39.860,53.357,9,10,3,2,2,2
121,6.1950,4,4,4,1111,33300,4,36.554,50.928,9,10,3,2,2,2
122,6.2351,3,3,4,1111,33300,4,25.626,59.211,7,10,3,2,0,2
123,6.2928,3,3,4,1111,33300,4,47.997,84.754,7,10,3,2,0,2
124,6.3093,4,4,4,1111,33300,4,51.170,65.217,9,10,3,2,2,2
125,6.3248,4,4,4,1111,33300,4,34.941,49.264,9,10,3,2,2,2
126,6.3526,4,4,4,1111,33300,4,31.329,44.774,9,10,3,2,2,2
127,6.3888,4,4,4,1111,33300,4,31.229,44.658,10,10,3,3,2,2
128,6.4207,4,4,4,1111,33300,4,31.090,44.614,10,10,3,3,2,2
129,6.4529,4,4,4,1111,33300,4,31.402,45.733,10,10,3,3,2,2
130,6.4906,4,4,4,1111,33300,4,32.818,50.458,9,10,3,2,2,2
