batch_idx,t_mono,n_in_batch,n_active,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,1.8473,4,4,33333,4,1278.457,1279.285,0,0,0,0,0,0
1,1.8486,4,4,33333,4,1272.504,1280.065,0,0,0,0,0,0
2,1.8817,4,4,33333,4,1304.145,1305.840,0,0,0,0,0,0
3,1.9152,4,4,33333,4,1335.863,1337.803,0,0,0,0,0,0
4,1.9486,4,4,33333,4,99.745,1371.057,0,0,0,0,0,0
5,1.9820,4,4,33333,4,100.089,122.687,1,1,1,0,0,0
6,2.0165,4,4,33333,4,100.449,134.388,1,1,1,0,0,0
7,2.0491,4,4,33333,4,99.955,133.475,2,2,1,0,0,1
8,2.0821,4,4,33333,4,99.735,132.923,1,2,0,0,0,1
9,2.1684,4,4,33333,4,150.456,153.048,1,2,0,0,0,1
10,2.1812,4,4,33333,4,129.991,163.206,2,3,0,0,1,1
11,2.1831,4,4,33333,4,100.475,132.380,1,3,0,0,0,1
12,2.2153,4,4,33333,4,98.758,132.560,2,3,0,0,1,1
13,2.2496,4,4,33333,4,80.490,133.650,2,3,0,0,1,1
14,2.2820,4,4,33333,4,100.018,112.166,2,3,0,0,1,1
15,2.3153,4,4,33333,4,100.073,132.778,2,3,0,0,1,1
16,2.3487,4,4,33333,4,99.350,133.025,2,3,0,0,1,1
17,2.3818,4,4,33333,4,98.506,132.387,2,3,0,0,1,1
18,2.4152,4,4,33333,4,99.471,132.353,1,3,0,0,0,1
19,2.4487,4,4,33333,4,99.627,132.877,1,3,0,0,0,1
20,2.4819,4,4,33333,4,99.768,132.627,2,3,0,0,1,1
21,2.5154,4,4,33333,4,99.641,133.011,1,3,0,0,0,1
22,2.5487,4,4,33333,4,99.624,133.191,2,3,0,0,1,1
23,2.5820,4,4,33333,4,99.732,132.785,1,3,0,0,0,1
24,2.6152,4,4,33333,4,98.927,132.720,2,3,0,0,1,1
25,2.6487,4,4,33333,4,99.489,132.816,1,3,0,0,0,1
26,2.6823,4,4,33333,4,99.819,132.964,1,3,0,0,0,1
27,2.7155,4,4,33333,4,99.910,132.923,1,3,0,0,0,1
28,2.7497,4,4,33333,4,100.166,133.951,2,3,0,0,1,1
29,2.7821,4,4,33333,4,97.643,132.899,1,3,0,0,0,1
30,2.8160,4,4,33333,4,100.163,131.688,2,3,0,0,1,1
31,2.8493,4,4,33333,4,100.356,133.368,1,3,0,0,0,1
32,2.8821,4,4,33333,4,98.847,132.939,1,3,0,0,0,1
33,2.9154,4,4,33333,4,97.459,132.602,1,3,0,0,0,1
34,2.9488,4,4,33333,4,97.450,130.993,2,3,0,0,1,1
35,2.9818,4,4,33333,4,99.372,130.988,1,3,0,0,0,1
36,3.0156,4,4,33333,4,99.595,133.003,1,3,0,0,0,1
37,3.0487,4,4,33333,4,99.523,132.852,2,3,0,0,1,1
38,3.0818,4,4,33333,4,99.712,132.477,2,3,0,0,1,1
39,3.1155,4,4,33333,4,98.982,133.386,1,3,0,0,0,1
40,3.1493,4,4,33333,4,99.688,133.069,1,3,0,0,0,1
41,3.1817,4,4,33333,4,97.346,132.508,1,3,0,0,0,1
42,3.2159,4,4,33333,4,99.383,131.609,1,3,0,0,0,1
43,3.2488,4,4,33333,4,96.733,132.600,1,3,0,0,0,1
44,3.2818,4,4,33333,4,99.601,130.179,1,3,0,0,0,1
45,3.3154,4,4,33333,4,96.595,133.387,1,3,0,0,0,1
46,3.3488,4,4,33333,4,99.631,130.490,1,3,0,0,0,1
47,3.3821,4,4,33333,4,99.938,132.863,1,3,0,0,0,1
48,3.4153,4,4,33333,4,99.547,133.030,2,4,0,0,1,1
49,3.4496,4,4,33333,4,100.436,133.614,2,4,0,0,1,1
50,3.4822,4,4,33333,4,99.638,132.850,2,4,0,0,1,1
51,3.5154,4,4,33333,4,99.673,132.726,1,4,0,0,0,1
52,3.5487,4,4,33333,4,100.086,132.710,2,4,0,0,1,1
53,3.5820,4,4,33333,4,99.432,132.855,3,5,1,0,1,1
54,3.6155,4,4,33333,4,99.450,132.935,3,5,1,0,1,1
55,3.6488,4,4,33333,4,98.946,132.876,2,6,0,1,0,1
56,3.6821,4,4,33333,4,99.293,132.767,2,6,0,1,0,1
57,3.7153,4,4,33333,4,99.094,132.810,2,6,0,1,0,1
58,3.7487,4,4,33333,4,99.097,132.750,2,6,0,1,0,1
59,3.7820,4,4,33333,4,97.059,132.691,2,6,0,1,0,1
60,3.8154,4,4,33333,4,99.690,130.311,2,6,0,1,0,1
61,3.8488,4,4,33333,4,99.591,133.149,2,6,0,1,0,1
62,3.8820,4,4,33333,4,99.145,132.950,2,6,0,1,0,1
63,3.9154,4,4,33333,4,99.266,133.006,2,6,0,1,0,1
64,3.9484,4,4,33333,4,97.239,132.567,2,6,0,1,0,1
65,3.9831,4,4,33333,4,100.750,132.038,2,6,0,1,0,1
66,4.0162,4,4,33333,4,100.057,133.752,2,6,0,1,0,1
67,4.0488,4,4,33333,4,99.994,132.969,3,6,1,1,0,1
68,4.0821,4,4,33333,4,96.986,133.240,3,6,1,1,0,1
69,4.1152,4,4,33333,4,97.731,130.439,4,6,1,1,1,1
70,4.1488,4,4,33333,4,99.561,131.405,4,6,1,1,1,1
71,4.1825,4,4,33333,4,99.794,133.100,3,6,1,1,0,1
72,4.2158,4,4,33333,4,100.090,133.000,3,6,1,1,0,1
73,4.2490,4,4,33333,4,99.279,133.111,3,6,1,1,0,1
74,4.2820,4,4,33333,4,99.687,132.597,3,6,1,1,0,1
75,4.3154,4,4,33333,4,98.332,132.417,3,6,1,1,0,1
76,4.3488,4,4,33333,4,100.050,132.176,3,6,1,1,0,1
77,4.3820,4,4,33333,4,98.666,132.602,3,6,1,1,0,1
78,4.4155,4,4,33333,4,99.623,132.534,3,6,1,1,0,1
79,4.4493,4,4,33333,4,97.975,133.334,3,6,1,1,0,1
80,4.4823,4,4,33333,4,98.011,131.056,3,6,1,1,0,1
81,4.5157,4,4,33333,4,99.600,131.572,3,6,1,1,0,1
82,4.5486,4,4,33333,4,98.486,132.611,3,6,1,1,0,1
83,4.5820,4,4,33333,4,97.761,132.099,3,6,1,1,0,1
84,4.6154,4,4,33333,4,99.877,131.505,3,6,1,1,0,1
85,4.6486,4,4,33333,4,99.545,132.447,2,6,1,0,0,1
86,4.6819,4,4,33333,4,99.449,132.702,2,6,1,0,0,1
87,4.7152,4,4,33333,4,99.125,132.598,2,6,1,0,0,1
88,4.7487,4,4,33333,4,99.346,132.844,2,6,1,0,0,1
89,4.7821,4,4,33333,4,99.747,132.657,3,7,1,1,0,1
90,4.8154,4,4,33333,4,99.698,132.854,3,7,1,1,0,1
91,4.8486,4,4,33333,4,99.361,133.014,3,7,1,1,0,1
92,4.8818,4,4,33333,4,98.869,132.394,3,7,1,1,0,1
93,4.9155,4,4,33333,4,99.653,132.857,3,7,1,1,0,1
94,4.9486,4,4,33333,4,99.542,132.654,3,7,1,1,0,1
95,4.9821,4,4,33333,4,99.956,132.846,3,7,1,1,0,1
