batch_idx,t_mono,n_in_batch,n_active,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,1.9477,4,4,33333,4,1359.164,1359.748,0,0,0,0,0,0
1,1.9491,4,4,33333,4,1342.308,1360.743,0,0,0,0,0,0
2,1.9824,4,4,33333,4,1373.521,1392.666,0,0,0,0,0,0
3,2.0158,4,4,33333,4,1405.159,1408.897,0,0,0,0,0,0
4,2.0491,4,4,33333,4,99.788,1438.626,0,0,0,0,0,0
5,2.0825,4,4,33333,4,100.149,122.001,1,1,1,0,0,0
6,2.1158,4,4,33333,4,99.504,133.046,1,1,1,0,0,0
7,2.1490,4,4,33333,4,98.916,132.844,2,2,1,0,0,1
8,2.1823,4,4,33333,4,99.098,132.815,1,2,0,0,0,1
9,2.2290,4,4,33333,4,112.762,145.980,1,2,0,0,0,1
10,2.2497,4,4,33333,4,98.032,133.282,2,3,0,0,1,1
11,2.2950,4,4,33333,4,112.229,143.532,1,3,0,0,0,1
12,2.3158,4,4,33333,4,86.417,133.233,2,3,0,0,1,1
13,2.3490,4,4,33333,4,97.825,119.819,2,3,0,0,1,1
14,2.3824,4,4,33333,4,100.228,132.318,2,3,0,0,1,1
15,2.4158,4,4,33333,4,99.599,133.242,2,3,0,0,1,1
16,2.4488,4,4,33333,4,98.920,132.422,2,3,0,0,1,1
17,2.4832,4,4,33333,4,100.410,133.798,2,3,0,0,1,1
18,2.5156,4,4,33333,4,99.890,133.014,1,3,0,0,0,1
19,2.5491,4,4,33333,4,99.938,133.049,1,3,0,0,0,1
20,2.5822,4,4,33333,4,99.878,132.743,2,3,0,0,1,1
21,2.6159,4,4,33333,4,99.444,132.267,1,3,0,0,0,1
22,2.6491,4,4,33333,4,99.413,133.155,2,3,0,0,1,1
23,2.6822,4,4,33333,4,99.833,132.755,1,3,0,0,0,1
24,2.7158,4,4,33333,4,100.138,133.041,2,3,0,0,1,1
25,2.7489,4,4,33333,4,99.025,132.586,1,3,0,0,0,1
26,2.7822,4,4,33333,4,99.750,132.615,1,3,0,0,0,1
27,2.8158,4,4,33333,4,100.140,133.190,1,3,0,0,0,1
28,2.8491,4,4,33333,4,99.777,133.055,2,3,0,0,1,1
29,2.8824,4,4,33333,4,99.094,132.859,1,3,0,0,0,1
30,2.9156,4,4,33333,4,99.027,133.008,2,3,0,0,1,1
31,2.9491,4,4,33333,4,98.416,132.910,1,3,0,0,0,1
32,2.9824,4,4,33333,4,97.464,131.835,1,3,0,0,0,1
33,3.0156,4,4,33333,4,97.815,131.037,1,3,0,0,0,1
34,3.0490,4,4,33333,4,98.248,131.388,2,3,0,0,1,1
35,3.0832,4,4,33333,4,100.422,133.547,1,3,0,0,0,1
36,3.1164,4,4,33333,4,100.426,133.547,1,3,0,0,0,1
37,3.1490,4,4,33333,4,99.333,132.954,2,3,0,0,1,1
38,3.1824,4,4,33333,4,98.105,133.055,2,3,0,0,1,1
39,3.2156,4,4,33333,4,97.225,131.524,1,3,0,0,0,1
40,3.2505,4,4,33333,4,101.129,132.768,1,3,0,0,0,1
41,3.2823,4,4,33333,4,99.513,132.796,1,3,0,0,0,1
42,3.3162,4,4,33333,4,100.393,133.340,1,3,0,0,0,1
43,3.3492,4,4,33333,4,99.267,133.126,1,3,0,0,0,1
44,3.3825,4,4,33333,4,100.019,132.935,1,3,0,0,0,1
45,3.4158,4,2,16666,2,99.162,133.003,1,3,0,0,0,1
46,3.4490,4,2,16666,2,98.931,133.067,1,3,0,0,0,1
47,3.4828,4,2,16666,2,99.273,133.049,1,3,0,0,0,1
48,3.5157,4,2,16666,2,99.287,132.663,2,4,0,0,1,1
49,3.5488,2,2,16666,2,82.992,132.507,0,4,0,0,0,0
50,3.5824,2,2,16666,2,83.439,132.876,0,4,0,0,0,0
51,3.6156,2,2,16666,2,81.651,132.870,0,4,0,0,0,0
52,3.6491,2,2,16666,2,82.080,132.833,0,4,0,0,0,0
53,3.6834,2,2,16666,2,83.103,134.103,1,5,1,0,0,0
54,3.7156,2,2,16666,2,81.955,132.730,1,5,1,0,0,0
55,3.7490,2,2,16666,2,81.720,132.757,1,6,0,1,0,0
56,3.7827,2,2,16666,2,82.539,133.155,1,6,0,1,0,0
57,3.8157,2,2,16666,2,83.504,132.635,1,6,0,1,0,0
58,3.8491,2,2,16666,2,82.796,133.252,1,6,0,1,0,0
59,3.8824,2,2,16666,2,81.462,132.067,1,6,0,1,0,0
60,3.9156,2,2,16666,2,83.297,132.469,1,6,0,1,0,0
61,3.9491,2,2,16666,2,82.839,132.778,1,6,0,1,0,0
62,3.9825,2,2,16666,2,83.522,133.117,1,6,0,1,0,0
63,4.0156,2,2,16666,2,81.549,132.659,1,6,0,1,0,0
64,4.0489,1,2,16666,2,81.417,99.416,1,6,0,1,0,0
65,4.0834,2,2,16666,2,83.025,132.647,1,6,0,1,0,0
