batch_idx,t_mono,n_in_batch,n_active,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,1.9057,4,4,33333,4,1312.024,1313.502,0,0,0,0,0,0
1,1.9069,4,4,33333,4,1298.617,1313.442,0,0,0,0,0,0
2,1.9402,4,4,33333,4,1330.405,1332.246,0,0,0,0,0,0
3,1.9736,4,4,33333,4,1361.834,1365.512,0,0,0,0,0,0
4,2.0068,4,4,33333,4,99.705,1396.964,0,0,0,0,0,0
5,2.0403,4,4,33333,4,100.179,121.888,1,1,1,0,0,0
6,2.0735,4,4,33333,4,99.491,132.985,1,1,1,0,0,0
7,2.1069,4,4,33333,4,99.799,132.708,2,2,1,0,0,1
8,2.2015,4,4,33333,4,160.887,194.226,1,2,0,0,0,1
9,2.2053,4,4,33333,4,97.275,131.405,1,2,0,0,0,1
10,2.2261,4,4,33333,4,115.872,150.563,2,3,0,0,1,1
11,2.3318,4,4,33333,4,191.682,224.367,1,3,0,0,0,1
12,2.3345,4,4,33333,4,132.474,194.020,2,3,0,0,1,1
13,2.3371,4,4,33333,4,130.440,134.424,2,3,0,0,1,1
14,2.3484,4,4,33333,4,108.183,141.056,2,3,0,0,1,1
15,2.4575,4,4,33333,4,124.870,216.587,2,3,0,0,1,1
16,2.4596,4,4,33333,4,123.581,126.214,2,3,0,0,1,1
17,2.4616,4,4,33333,4,113.739,124.769,2,3,0,0,1,1
18,2.4738,4,4,33333,4,100.427,123.663,1,3,0,0,0,1
19,2.5842,4,4,33333,4,126.004,210.140,1,3,0,0,0,1
20,2.5876,4,4,33333,4,127.291,128.685,2,3,0,0,1,1
21,2.5902,4,4,33333,4,115.659,127.852,1,3,0,0,0,1
22,2.6071,4,4,33333,4,100.120,131.091,2,3,0,0,1,1
23,2.6811,4,4,33333,4,96.053,173.973,1,3,0,0,0,1
24,2.6953,4,4,33333,4,106.767,109.370,2,3,0,0,1,1
25,2.7214,4,4,33333,4,113.932,131.939,1,3,0,0,0,1
26,2.7402,4,4,33333,4,100.144,132.413,1,3,0,0,0,1
27,2.7737,4,4,33333,4,91.851,132.951,1,3,0,0,0,1
28,2.8070,4,4,33333,4,100.121,124.563,2,3,0,0,1,1
29,2.8403,4,4,33333,4,99.779,132.805,1,3,0,0,0,1
30,2.8738,4,4,33333,4,99.618,133.034,2,3,0,0,1,1
31,2.9070,4,4,33333,4,99.338,132.607,1,3,0,0,0,1
32,2.9418,4,4,33333,4,99.624,134.429,1,3,0,0,0,1
33,2.9738,4,4,33333,4,98.027,132.849,1,3,0,0,0,1
34,3.0073,4,4,33333,4,66.615,131.649,2,3,0,0,1,1
35,3.0402,4,4,33333,4,97.033,132.673,1,3,0,0,0,1
36,3.0741,4,4,33333,4,99.244,133.017,1,3,0,0,0,1
37,3.1071,4,4,33333,4,99.451,132.698,2,3,0,0,1,1
38,3.1404,4,4,33333,4,99.346,132.569,2,3,0,0,1,1
39,3.1737,4,4,33333,4,98.847,132.868,1,3,0,0,0,1
40,3.2073,4,4,33333,4,99.285,132.697,1,3,0,0,0,1
41,3.2404,4,4,33333,4,99.645,132.564,1,3,0,0,0,1
42,3.2746,4,4,33333,4,100.471,133.650,1,3,0,0,0,1
43,3.3071,4,4,33333,4,97.755,132.846,1,3,0,0,0,1
44,3.3408,4,4,33333,4,99.478,131.562,1,3,0,0,0,1
45,3.3740,4,4,33333,4,96.636,133.054,1,3,0,0,0,1
46,3.4071,4,4,33333,4,99.606,130.061,1,3,0,0,0,1
47,3.4402,4,4,33333,4,99.752,132.656,1,3,0,0,0,1
48,3.4736,4,4,33333,4,98.736,132.805,2,4,0,0,1,1
49,3.5072,4,4,33333,4,99.735,132.764,2,4,0,0,1,1
50,3.5402,4,4,33333,4,99.756,132.633,2,4,0,0,1,1
51,3.5735,4,4,33333,4,99.100,132.998,1,4,0,0,0,1
52,3.6069,4,4,33333,4,98.706,132.812,2,4,0,0,1,1
53,3.6403,4,4,33333,4,99.831,132.436,3,5,1,0,1,1
54,3.6736,4,4,33333,4,99.752,133.083,3,5,1,0,1,1
55,3.7071,4,4,33333,4,99.863,133.162,2,6,0,1,0,1
56,3.7405,4,4,33333,4,99.789,133.034,2,6,0,1,0,1
57,3.7739,4,4,33333,4,100.005,133.318,2,6,0,1,0,1
58,3.8069,4,4,33333,4,99.297,132.926,2,6,0,1,0,1
59,3.8402,4,4,33333,4,97.034,132.492,2,6,0,1,0,1
60,3.8738,4,4,33333,4,99.073,131.000,2,6,0,1,0,1
61,3.9074,4,4,33333,4,100.095,133.049,2,6,0,1,0,1
62,3.9404,4,4,33333,4,97.643,133.195,2,6,0,1,0,1
63,3.9738,4,4,33333,4,98.078,131.316,2,6,0,1,0,1
64,4.0071,4,4,33333,4,97.879,131.513,2,6,0,1,0,1
65,4.0408,4,4,33333,4,100.032,132.924,2,6,0,1,0,1
66,4.0746,4,4,33333,4,100.300,133.671,2,6,0,1,0,1
67,4.1072,4,4,33333,4,99.587,133.022,3,6,1,1,0,1
68,4.1405,4,4,33333,4,98.067,132.694,3,6,1,1,0,1
69,4.1737,4,4,33333,4,98.133,131.484,4,6,1,1,1,1
70,4.2068,4,4,33333,4,99.115,131.754,4,6,1,1,1,1
71,4.2404,4,4,33333,4,99.424,132.780,3,6,1,1,0,1
72,4.2737,4,4,33333,4,99.523,132.601,3,6,1,1,0,1
73,4.3075,4,4,33333,4,100.327,133.221,3,6,1,1,0,1
74,4.3406,4,4,33333,4,99.458,133.257,3,6,1,1,0,1
75,4.3751,4,4,33333,4,100.675,133.843,3,6,1,1,0,1
76,4.4075,4,4,33333,4,97.917,133.289,3,6,1,1,0,1
77,4.4412,4,4,33333,4,98.754,131.494,3,6,1,1,0,1
