batch_idx,t_mono,n_in_batch,n_active,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,1.8546,4,4,33333,4,1280.843,1281.821,0,0,0,0,0,0
1,1.8557,4,4,33333,4,1271.938,1282.320,0,0,0,0,0,0
2,1.8889,4,4,33333,4,1302.903,1312.240,0,0,0,0,0,0
3,1.9224,4,4,33333,4,1334.979,1336.934,0,0,0,0,0,0
4,1.9557,4,4,33333,4,99.716,1369.990,0,0,0,0,0,0
5,1.9892,4,4,33333,4,100.105,120.896,1,1,1,0,0,0
6,2.0231,4,4,33333,4,100.308,133.907,1,1,1,0,0,0
7,2.0569,4,4,33333,4,100.465,134.133,2,2,1,0,0,1
8,2.0892,4,4,33333,4,99.534,133.198,1,2,0,0,0,1
9,2.1914,4,4,33333,4,135.240,168.784,1,2,0,0,0,1
10,2.1940,4,4,33333,4,135.523,169.810,2,3,0,0,1,1
11,2.1959,4,4,33333,4,106.241,139.816,1,3,0,0,0,1
12,2.2224,4,4,33333,4,98.805,132.614,2,3,0,0,1,1
13,2.2686,4,4,33333,4,76.455,145.472,2,3,0,0,1,1
14,2.2891,4,4,33333,4,94.644,96.233,2,3,0,0,1,1
15,2.3626,4,4,33333,4,139.807,166.275,2,3,0,0,1,1
16,2.3659,4,4,33333,4,97.278,142.957,2,3,0,0,1,1
17,2.3890,4,4,33333,4,99.034,120.900,2,3,0,0,1,1
18,2.4360,4,4,33333,4,113.565,145.931,1,3,0,0,0,1
19,2.4558,4,4,33333,4,92.408,132.722,1,3,0,0,0,1
20,2.4948,4,4,33333,4,105.146,131.052,2,3,0,0,1,1
21,2.5226,4,4,33333,4,100.137,132.834,1,3,0,0,0,1
22,2.5559,4,4,33333,4,100.207,132.850,2,3,0,0,1,1
23,2.5889,4,4,33333,4,99.864,132.540,1,3,0,0,0,1
24,2.6226,4,4,33333,4,99.616,132.859,2,3,0,0,1,1
25,2.6559,4,4,33333,4,99.521,132.689,1,3,0,0,0,1
26,2.6892,4,4,33333,4,100.059,132.662,1,3,0,0,0,1
27,2.7225,4,4,33333,4,99.518,133.167,1,3,0,0,0,1
28,2.7564,4,4,33333,4,99.724,133.236,2,3,0,0,1,1
29,2.7898,4,4,33333,4,98.060,133.369,1,3,0,0,0,1
30,2.8231,4,4,33333,4,99.863,131.502,2,3,0,0,1,1
31,2.8565,4,4,33333,4,99.187,133.173,1,3,0,0,0,1
32,2.8893,4,4,33333,4,97.298,132.007,1,3,0,0,0,1
33,2.9226,4,4,33333,4,97.637,130.951,1,3,0,0,0,1
34,2.9560,4,4,33333,4,97.682,131.249,2,3,0,0,1,1
35,2.9892,4,4,33333,4,99.133,131.202,1,3,0,0,0,1
36,3.0225,4,4,33333,4,98.994,132.716,1,3,0,0,0,1
37,3.0560,4,4,33333,4,99.136,132.953,2,3,0,0,1,1
38,3.0901,4,4,33333,4,100.473,133.632,2,3,0,0,1,1
39,3.1225,4,4,33333,4,97.761,132.695,1,3,0,0,0,1
40,3.1567,4,4,33333,4,99.880,132.243,1,3,0,0,0,1
41,3.1893,4,4,33333,4,97.309,132.665,1,3,0,0,0,1
42,3.2229,4,4,33333,4,99.829,131.322,1,3,0,0,0,1
43,3.2559,4,4,33333,4,97.116,133.001,1,3,0,0,0,1
44,3.2896,4,4,33333,4,99.437,131.166,1,3,0,0,0,1
45,3.3226,4,4,33333,4,96.855,132.737,1,3,0,0,0,1
46,3.3559,4,4,33333,4,99.522,130.678,1,3,0,0,0,1
47,3.3892,4,4,33333,4,99.983,132.681,1,3,0,0,0,1
48,3.4225,4,4,33333,4,99.605,132.518,2,4,0,0,1,1
49,3.4559,4,4,33333,4,98.942,132.793,2,4,0,0,1,1
50,3.4892,4,4,33333,4,99.617,132.798,2,4,0,0,1,1
51,3.5226,4,4,33333,4,99.079,132.868,1,4,0,0,0,1
52,3.5559,4,4,33333,4,99.515,132.756,2,4,0,0,1,1
53,3.5893,4,4,33333,4,99.003,132.689,3,5,1,0,1,1
54,3.6227,4,4,33333,4,99.606,132.876,3,5,1,0,1,1
55,3.6565,4,4,33333,4,100.086,133.275,2,6,0,1,0,1
56,3.6892,4,4,33333,4,99.113,132.741,2,6,0,1,0,1
57,3.7235,4,4,33333,4,100.393,133.773,2,6,0,1,0,1
58,3.7558,4,4,33333,4,99.427,132.538,2,6,0,1,0,1
59,3.7892,4,4,33333,4,98.862,132.310,2,6,0,1,0,1
60,3.8224,4,4,33333,4,99.900,132.588,2,6,0,1,0,1
61,3.8563,4,4,33333,4,100.147,133.263,2,6,0,1,0,1
62,3.8894,4,4,33333,4,99.304,132.892,2,6,0,1,0,1
63,3.9226,4,4,33333,4,97.082,132.718,2,6,0,1,0,1
64,3.9559,4,4,33333,4,96.882,130.677,2,6,0,1,0,1
65,3.9891,4,4,33333,4,99.048,130.530,2,6,0,1,0,1
66,4.0237,4,4,33333,4,100.329,133.903,2,6,0,1,0,1
67,4.0569,4,4,33333,4,100.186,133.318,3,6,1,1,0,1
68,4.0894,4,4,33333,4,99.951,132.593,3,6,1,1,0,1
69,4.1225,4,4,33333,4,98.230,132.876,4,6,1,1,1,1
70,4.1560,4,4,33333,4,99.415,132.621,4,6,1,1,1,1
71,4.1894,4,4,33333,4,99.531,132.651,3,6,1,1,0,1
72,4.2226,4,4,33333,4,99.680,132.611,3,6,1,1,0,1
73,4.2559,4,4,33333,4,99.297,133.158,3,6,1,1,0,1
74,4.2893,4,4,33333,4,99.155,132.548,3,6,1,1,0,1
75,4.3226,4,4,33333,4,96.865,132.706,3,6,1,1,0,1
76,4.3569,4,4,33333,4,98.041,131.039,3,6,1,1,0,1
77,4.3903,4,4,33333,4,98.628,131.641,3,6,1,1,0,1
78,4.4227,4,4,33333,4,99.270,132.686,3,6,1,1,0,1
79,4.4560,4,4,33333,4,96.994,132.842,3,6,1,1,0,1
80,4.4898,4,4,33333,4,97.877,131.186,3,6,1,1,0,1
81,4.5230,4,4,33333,4,99.906,131.379,3,6,1,1,0,1
82,4.5569,4,4,33333,4,100.544,133.724,3,6,1,1,0,1
83,4.5894,4,4,33333,4,97.734,132.867,3,6,1,1,0,1
84,4.6226,4,4,33333,4,99.119,131.212,3,6,1,1,0,1
85,4.6559,4,4,33333,4,100.119,132.222,2,6,1,0,0,1
86,4.6894,4,4,33333,4,99.559,132.921,2,6,1,0,0,1
87,4.7226,4,4,33333,4,99.621,132.687,2,6,1,0,0,1
88,4.7559,4,4,33333,4,99.477,132.740,2,6,1,0,0,1
89,4.7894,4,4,33333,4,99.005,133.111,3,7,1,1,0,1
90,4.8226,4,4,33333,4,98.983,132.783,3,7,1,1,0,1
91,4.8560,4,4,33333,4,98.946,132.703,3,7,1,1,0,1
92,4.8892,4,4,33333,4,98.887,132.776,3,7,1,1,0,1
93,4.9224,4,4,33333,4,99.093,132.525,3,7,1,1,0,1
94,4.9560,4,4,33333,4,99.073,132.929,3,7,1,1,0,1
95,4.9892,4,4,33333,4,99.235,132.668,3,7,1,1,0,1
96,5.0227,4,4,33333,4,97.676,132.941,3,7,1,1,0,1
97,5.0560,4,4,33333,4,99.606,131.185,2,7,1,0,0,1
98,5.0893,4,4,33333,4,99.192,132.684,2,7,1,0,0,1
99,5.1227,4,4,33333,4,97.077,132.923,2,7,1,0,0,1
100,5.1571,4,4,33333,4,97.856,131.713,2,7,1,0,0,1
101,5.1892,4,4,33333,4,99.083,130.326,2,7,1,0,0,1
102,5.2225,4,4,33333,4,98.891,132.761,2,7,1,0,0,1
103,5.2558,4,4,33333,4,98.943,132.589,2,7,1,0,0,1
104,5.2891,4,4,33333,4,99.393,132.736,1,7,0,0,0,1
105,5.3227,4,4,33333,4,99.599,133.030,1,7,0,0,0,1
106,5.3559,4,4,33333,4,99.643,132.666,2,7,0,1,0,1
107,5.3893,4,4,33333,4,99.428,132.932,1,7,0,0,0,1
108,5.4233,4,4,33333,4,100.206,133.564,2,7,0,1,0,1
109,5.4560,4,4,33333,4,99.698,132.294,2,7,0,1,0,1
110,5.4892,4,4,33333,4,99.056,132.782,1,7,0,0,0,1
111,5.5226,4,4,33333,4,99.949,132.700,3,7,1,1,0,1
112,5.5560,4,4,33333,4,99.619,133.038,3,7,1,1,0,1
113,5.5893,4,4,33333,4,98.947,132.827,3,7,1,1,0,1
114,5.6226,4,4,33333,4,99.230,132.890,3,7,1,1,0,1
115,5.6559,4,4,33333,4,99.186,132.801,2,7,0,1,0,1
116,5.6894,4,4,33333,4,99.558,132.848,3,7,1,1,0,1
117,5.7227,4,4,33333,4,99.010,132.737,3,7,1,1,0,1
118,5.7560,4,4,33333,4,99.547,132.868,3,7,1,1,0,1
119,5.7893,4,4,33333,4,99.355,132.727,3,7,1,1,0,1
120,5.8226,4,4,33333,4,98.817,132.829,2,7,0,1,0,1
121,5.8561,4,4,33333,4,98.863,132.638,3,7,1,1,0,1
122,5.8894,4,4,33333,4,99.612,132.645,3,7,1,1,0,1
123,5.9225,4,4,33333,4,99.300,132.546,2,7,0,1,0,1
124,5.9560,4,4,33333,4,99.156,132.687,3,7,1,1,0,1
125,5.9893,4,4,33333,4,98.994,132.608,2,7,0,1,0,1
126,6.0226,4,4,33333,4,99.829,132.683,4,8,1,2,0,1
127,6.0560,4,4,33333,4,99.551,132.893,4,9,1,1,1,1
128,6.0894,4,4,33333,4,99.457,132.835,5,9,1,2,1,1
129,6.1227,4,4,33333,4,99.278,132.908,5,9,1,2,1,1
130,6.1561,4,4,33333,4,98.983,132.885,5,10,1,1,2,1
131,6.1894,4,4,33333,4,98.957,132.796,5,10,1,1,2,1
132,6.2227,4,4,33333,4,99.055,132.762,5,10,0,2,2,1
133,6.2560,4,4,33333,4,99.110,132.817,5,10,1,1,2,1
134,6.2893,4,4,33333,4,99.498,132.791,5,10,1,1,2,1
135,6.3227,4,4,33333,4,99.565,132.709,6,10,1,2,2,1
136,6.3560,4,4,33333,4,98.844,132.717,5,10,0,2,2,1
137,6.3893,4,4,33333,4,99.201,132.612,5,10,1,2,1,1
138,6.4226,4,4,33333,4,99.139,132.751,5,10,1,2,1,1
139,6.4560,4,4,33333,4,99.313,132.678,4,10,1,2,0,1
140,6.4893,4,4,33333,4,99.415,132.546,4,10,1,2,0,1
141,6.5227,4,4,33333,4,99.571,132.928,4,10,1,2,0,1
142,6.5560,4,4,33333,4,99.429,132.646,5,10,1,2,1,1
143,6.5893,4,4,33333,4,99.513,132.613,5,10,1,2,1,1
144,6.6226,4,4,33333,4,99.175,132.676,4,10,1,2,0,1
145,6.6559,4,4,33333,4,98.932,132.425,3,10,1,1,0,1
146,6.6894,4,4,33333,4,99.459,132.834,4,10,1,1,1,1
147,6.7226,4,4,33333,4,99.523,132.753,3,10,1,1,0,1
148,6.7564,4,4,33333,4,99.773,133.164,2,10,0,1,0,1
149,6.7893,4,4,33333,4,99.275,132.534,3,10,0,1,1,1
150,6.8230,4,4,33333,4,99.974,133.143,3,10,0,1,1,1
151,6.8560,4,4,33333,4,99.738,132.832,3,10,0,1,1,1
152,6.8893,4,4,33333,4,98.933,132.364,2,10,0,1,0,1
153,6.9227,4,4,33333,4,97.505,132.689,3,10,1,1,0,1
154,6.9560,4,4,33333,4,99.266,131.077,3,10,1,1,0,1
155,6.9893,4,4,33333,4,99.356,132.848,4,10,0,1,2,1
156,7.0226,4,4,33333,4,99.466,132.909,3,10,1,0,1,1
157,7.0559,4,4,33333,4,99.155,132.634,4,10,1,1,1,1
158,7.0894,4,4,33333,4,99.433,132.921,4,10,1,0,2,1
159,7.1227,4,4,33333,4,99.705,132.954,5,10,1,1,2,1
160,7.1559,4,4,33333,4,98.924,132.724,4,11,1,1,1,1
161,7.1894,4,4,33333,4,99.249,132.913,5,11,1,1,2,1
162,7.2225,4,4,33333,4,98.972,132.635,4,11,0,1,2,1
163,7.2558,4,4,33333,4,99.308,132.492,3,11,0,1,1,1
164,7.2892,4,4,33333,4,99.342,132.806,4,11,0,1,2,1
165,7.3226,4,4,33333,4,99.275,132.545,4,11,0,1,2,1
166,7.3559,4,4,33333,4,99.618,132.827,4,11,0,1,2,1
167,7.3893,4,4,33333,4,99.267,132.909,4,11,0,1,2,1
168,7.4225,4,4,33333,4,98.916,132.397,3,11,0,1,1,1
169,7.4563,4,4,33333,4,99.909,133.223,2,11,0,1,0,1
170,7.4890,4,4,33333,4,98.905,132.547,2,11,0,1,0,1
171,7.5225,4,4,33333,4,99.543,132.737,3,11,1,1,0,1
172,7.5560,4,4,33333,4,100.084,132.978,4,11,1,1,1,1
173,7.5892,4,4,33333,4,99.633,132.384,5,11,1,1,2,1
174,7.6225,4,4,33333,4,99.634,133.207,3,11,1,1,0,1
175,7.6557,4,4,33333,4,98.943,132.695,4,11,1,1,1,1
176,7.6897,4,4,33333,4,99.565,133.028,4,11,1,1,1,1
177,7.7222,4,4,33333,4,98.819,132.533,4,11,1,1,1,1
178,7.7563,4,4,33333,4,100.187,133.317,4,11,1,1,1,1
179,7.7892,4,4,33333,4,99.684,132.942,2,11,0,1,1,0
180,7.8223,4,4,33333,4,99.385,132.150,2,11,0,1,1,0
181,7.8557,4,4,33333,4,98.768,132.892,2,11,0,1,1,0
182,7.8897,4,4,33333,4,100.530,132.657,2,11,0,1,1,0
183,7.9223,4,4,33333,4,99.327,132.478,2,11,0,1,1,0
184,7.9557,4,4,33333,4,99.352,132.524,2,11,0,1,1,0
185,7.9891,4,4,33333,4,98.959,132.682,2,11,0,1,1,0
186,8.0229,4,4,33333,4,99.647,132.673,2,11,0,1,1,0
187,8.0558,4,4,33333,4,99.520,132.759,2,11,0,1,1,0
188,8.0893,4,4,33333,4,99.797,133.298,2,11,0,1,1,0
189,8.1226,4,4,33333,4,97.799,133.200,2,11,0,1,1,0
190,8.1559,4,4,33333,4,98.981,131.285,3,11,0,1,1,1
191,8.1892,4,4,33333,4,99.131,132.667,3,11,0,1,1,1
192,8.2225,4,4,33333,4,99.093,132.328,3,11,0,1,1,1
193,8.2563,4,4,33333,4,99.529,132.716,3,11,0,1,1,1
194,8.2897,4,4,33333,4,99.683,132.844,2,11,0,1,1,0
195,8.3232,4,4,33333,4,99.449,133.065,2,11,0,1,1,0
196,8.3559,4,4,33333,4,99.883,132.369,2,11,0,1,1,0
197,8.3893,4,4,33333,4,98.817,133.098,3,11,0,1,1,1
198,8.4225,4,4,33333,4,98.357,132.302,2,11,0,1,1,0
199,8.4563,4,4,33333,4,99.458,132.610,3,11,0,1,1,1
200,8.4891,4,4,33333,4,99.320,132.334,1,11,0,1,0,0
201,8.5225,4,4,33333,4,99.569,132.636,1,11,0,1,0,0
202,8.5559,4,4,33333,4,98.961,132.928,2,11,0,1,0,1
203,8.5892,4,4,33333,4,99.348,132.453,1,11,0,1,0,0
204,8.6226,4,4,33333,4,97.456,133.073,1,11,0,1,0,0
205,8.6557,4,4,33333,4,99.041,130.888,2,11,0,1,0,1
206,8.6893,4,4,33333,4,99.161,132.421,2,12,0,1,1,0
207,8.7226,4,4,33333,4,98.831,132.297,2,12,0,1,1,0
208,8.7559,4,4,33333,4,100.055,132.603,2,12,0,1,1,0
209,8.7893,4,4,33333,4,99.094,133.330,2,12,0,1,1,0
210,8.8226,4,4,33333,4,99.454,132.276,2,12,0,1,1,0
211,8.8559,4,4,33333,4,99.559,132.908,2,12,0,1,1,0
212,8.8891,4,4,33333,4,99.029,132.538,2,12,0,1,1,0
213,8.9226,4,4,33333,4,99.562,132.758,2,12,0,1,1,0
214,8.9560,4,4,33333,4,99.069,132.736,2,12,0,1,1,0
215,8.9893,4,4,33333,4,99.557,132.770,2,12,0,1,1,0
216,9.0226,4,4,33333,4,99.131,133.105,2,12,0,1,1,0
217,9.0559,4,4,33333,4,98.991,132.741,2,12,0,1,1,0
218,9.0891,4,4,33333,4,99.250,132.703,2,12,0,1,1,0
219,9.1232,4,4,33333,4,99.760,133.374,2,12,0,1,1,0
220,9.1564,4,4,33333,4,99.905,133.433,2,12,0,0,1,1
221,9.1893,4,4,33333,4,97.697,132.977,2,12,0,0,1,1
222,9.2226,4,4,33333,4,97.090,131.275,3,12,0,1,1,1
223,9.2558,4,4,33333,4,98.331,130.558,3,12,0,1,1,1
224,9.2893,4,4,33333,4,99.300,131.930,2,12,0,1,1,0
225,9.3225,4,4,33333,4,98.968,132.765,3,12,0,1,1,1
226,9.3559,4,4,33333,4,99.721,132.840,2,12,0,1,1,0
227,9.3893,4,4,33333,4,99.147,133.124,2,12,0,1,1,0
228,9.4226,4,4,33333,4,99.274,132.821,3,12,0,1,1,1
229,9.4559,4,4,33333,4,99.138,132.832,2,12,0,1,1,0
230,9.4893,4,4,33333,4,99.215,132.637,2,12,0,1,1,0
