batch_idx,t_mono,n_in_batch,n_active,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,1.9219,4,4,33333,4,1314.173,1315.056,0,0,0,0,0,0
1,1.9231,4,4,33333,4,1306.049,1315.845,0,0,0,0,0,0
2,1.9565,4,4,33333,4,1338.072,1346.821,0,0,0,0,0,0
3,1.9897,4,4,33333,4,1368.752,1371.204,0,0,0,0,0,0
4,2.0233,4,4,33333,4,99.626,1402.676,0,0,0,0,0,0
5,2.0567,4,4,33333,4,100.039,121.208,1,1,1,0,0,0
6,2.0910,4,4,33333,4,100.889,134.261,1,1,1,0,0,0
7,2.1234,4,4,33333,4,99.741,133.419,2,2,1,0,0,1
8,2.1565,4,4,33333,4,99.962,132.692,1,2,0,0,0,1
9,2.1898,4,4,33333,4,98.473,99.903,1,2,0,0,0,1
10,2.2244,4,4,33333,4,100.598,133.974,2,3,0,0,1,1
11,2.2567,4,4,33333,4,99.990,132.849,1,3,0,0,0,1
12,2.3128,4,4,33333,4,122.022,155.968,2,3,0,0,1,1
13,2.3331,4,4,33333,4,107.327,142.988,2,3,0,0,1,1
14,2.3567,4,4,33333,4,99.480,132.935,2,3,0,0,1,1
15,2.3953,4,4,33333,4,105.443,138.177,2,3,0,0,1,1
16,2.4234,4,4,33333,4,100.196,133.221,2,3,0,0,1,1
17,2.4567,4,4,33333,4,99.353,132.903,2,3,0,0,1,1
18,2.4900,4,4,33333,4,100.291,132.827,1,3,0,0,0,1
19,2.5231,4,4,33333,4,98.712,132.826,1,3,0,0,0,1
20,2.5572,4,4,33333,4,99.860,133.344,2,3,0,0,1,1
21,2.5901,4,4,33333,4,99.630,133.008,1,3,0,0,0,1
22,2.6236,4,4,33333,4,100.349,132.993,2,3,0,0,1,1
23,2.6571,4,4,33333,4,100.601,133.692,1,3,0,0,0,1
24,2.6900,4,4,33333,4,99.382,132.925,2,3,0,0,1,1
25,2.7231,4,4,33333,4,98.875,132.992,1,3,0,0,0,1
26,2.7562,4,4,33333,4,98.688,132.264,1,3,0,0,0,1
27,2.7897,4,4,33333,4,99.129,132.722,1,3,0,0,0,1
28,2.8241,4,4,33333,4,100.599,133.807,2,3,0,0,1,1
29,2.8571,4,4,33333,4,98.091,133.583,1,3,0,0,0,1
30,2.8904,4,4,33333,4,100.198,131.796,2,3,0,0,1,1
31,2.9232,4,4,33333,4,98.234,133.150,1,3,0,0,0,1
32,2.9567,4,4,33333,4,97.925,131.923,1,3,0,0,0,1
33,2.9905,4,4,33333,4,98.210,132.025,1,3,0,0,0,1
34,3.0233,4,4,33333,4,99.518,131.183,2,3,0,0,1,1
35,3.0567,4,4,33333,4,99.637,133.168,1,3,0,0,0,1
36,3.0902,4,4,33333,4,100.240,133.008,1,3,0,0,0,1
37,3.1233,4,4,33333,4,99.431,133.171,2,3,0,0,1,1
38,3.1569,4,4,33333,4,98.828,133.173,2,3,0,0,1,1
39,3.1899,4,4,33333,4,98.394,131.973,1,3,0,0,0,1
40,3.2237,4,4,33333,4,100.031,132.444,1,3,0,0,0,1
41,3.2566,4,4,33333,4,99.139,132.798,1,3,0,0,0,1
42,3.2900,4,4,33333,4,100.116,132.755,1,3,0,0,0,1
43,3.3233,4,4,33333,4,99.088,132.892,1,3,0,0,0,1
44,3.3567,4,4,33333,4,99.364,132.682,1,3,0,0,0,1
45,3.3899,4,4,33333,4,98.179,132.725,1,3,0,0,0,1
46,3.4233,4,2,16666,4,99.501,131.772,1,3,0,0,0,1
47,3.4565,4,2,16666,4,99.355,132.583,1,3,0,0,0,1
48,3.4900,4,2,16666,4,99.887,132.739,2,4,0,0,1,1
49,3.5232,4,2,16666,4,99.514,132.993,2,4,0,0,1,1
50,3.5565,2,2,16666,4,83.328,132.871,0,4,0,0,0,0
51,3.5897,2,2,16666,4,83.205,132.971,0,4,0,0,0,0
52,3.6231,2,2,16666,4,81.725,132.637,0,4,0,0,0,0
53,3.6565,2,2,16666,4,81.697,132.770,1,5,1,0,0,0
54,3.6897,2,2,16666,4,81.669,132.420,1,5,1,0,0,0
55,3.7232,2,2,16666,4,81.882,132.929,1,6,0,1,0,0
56,3.7566,2,2,16666,4,81.921,133.118,1,6,0,1,0,0
57,3.7899,2,2,16666,4,83.408,132.950,1,6,0,1,0,0
58,3.8230,2,2,16666,4,82.744,133.091,1,6,0,1,0,0
