batch_idx,t_mono,n_in_batch,n_active,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,1.9767,4,4,33333,4,1362.261,1363.130,0,0,0,0,0,0
1,1.9780,4,4,33333,4,1353.470,1363.868,0,0,0,0,0,0
2,2.0111,4,4,33333,4,1383.941,1395.740,0,0,0,0,0,0
3,2.0451,4,4,33333,4,1415.962,1418.118,0,0,0,0,0,0
4,2.0780,4,4,33333,4,99.850,1450.616,0,0,0,0,0,0
5,2.1113,4,4,33333,4,99.843,121.384,1,1,1,0,0,0
6,2.1455,4,4,33333,4,100.777,133.882,1,1,1,0,0,0
7,2.1791,4,4,33333,4,101.267,133.691,2,2,1,0,0,1
8,2.2120,4,4,33333,4,100.294,133.796,1,2,0,0,0,1
9,2.2893,4,4,33333,4,109.850,177.742,1,2,0,0,0,1
10,2.2931,4,4,33333,4,111.902,146.311,2,3,0,0,1,1
11,2.3114,4,4,33333,4,99.703,132.403,1,3,0,0,0,1
12,2.3740,4,4,33333,4,128.858,162.148,2,3,0,0,1,1
13,2.3867,4,4,33333,4,96.796,141.713,2,3,0,0,1,1
14,2.4112,4,4,33333,4,98.782,120.831,2,3,0,0,1,1
15,2.4448,4,4,33333,4,100.138,132.735,2,3,0,0,1,1
16,2.4781,4,4,33333,4,100.241,132.855,2,3,0,0,1,1
17,2.5115,4,4,33333,4,100.104,133.195,2,3,0,0,1,1
18,2.5449,4,4,33333,4,99.255,133.412,1,3,0,0,0,1
19,2.5780,4,4,33333,4,99.105,132.748,1,3,0,0,0,1
20,2.6114,4,4,33333,4,98.634,132.783,2,3,0,0,1,1
21,2.6447,4,4,33333,4,99.126,132.682,1,3,0,0,0,1
22,2.6782,4,4,33333,4,99.751,132.826,2,3,0,0,1,1
23,2.7114,4,4,33333,4,99.581,132.844,1,3,0,0,0,1
24,2.7448,4,4,33333,4,99.578,132.796,2,3,0,0,1,1
25,2.7780,4,4,33333,4,99.452,132.724,1,3,0,0,0,1
26,2.8114,4,4,33333,4,99.185,132.485,1,3,0,0,0,1
27,2.8447,4,4,33333,4,99.460,132.758,1,3,0,0,0,1
28,2.8779,4,4,33333,4,99.068,132.471,2,3,0,0,1,1
29,2.9117,4,4,33333,4,99.985,133.305,1,3,0,0,0,1
30,2.9451,4,4,33333,4,99.570,133.201,2,3,0,0,1,1
31,2.9784,4,4,33333,4,98.287,133.036,1,3,0,0,0,1
32,3.0114,4,4,33333,4,97.215,131.386,1,3,0,0,0,1
33,3.0448,4,4,33333,4,97.912,130.971,1,3,0,0,0,1
34,3.0781,4,4,33333,4,97.520,133.026,2,3,0,0,1,1
35,3.1119,4,4,33333,4,100.175,133.185,1,3,0,0,0,1
36,3.1448,4,4,33333,4,98.972,132.835,1,3,0,0,0,1
37,3.1779,4,4,33333,4,99.495,132.518,2,3,0,0,1,1
38,3.2118,4,4,33333,4,99.192,133.332,2,3,0,0,1,1
39,3.2447,4,4,33333,4,98.973,132.434,1,3,0,0,0,1
40,3.2785,4,4,33333,4,100.264,133.123,1,3,0,0,0,1
41,3.3113,4,4,33333,4,99.098,132.968,1,3,0,0,0,1
42,3.3456,4,4,33333,4,100.083,133.177,1,3,0,0,0,1
43,3.3782,4,4,33333,4,97.646,132.915,1,3,0,0,0,1
44,3.4114,4,4,33333,4,99.841,131.026,1,3,0,0,0,1
45,3.4449,4,4,33333,4,98.687,133.169,1,3,0,0,0,1
46,3.4783,4,4,33333,4,99.708,132.267,1,3,0,0,0,1
47,3.5115,4,4,33333,4,99.627,132.781,1,3,0,0,0,1
48,3.5447,4,4,33333,4,99.202,132.711,2,4,0,0,1,1
49,3.5783,4,4,33333,4,99.673,132.950,2,4,0,0,1,1
50,3.6115,4,4,33333,4,100.071,132.743,2,4,0,0,1,1
51,3.6447,4,4,33333,4,99.307,132.911,1,4,0,0,0,1
52,3.6781,4,4,33333,4,98.955,132.791,2,4,0,0,1,1
53,3.7114,4,4,33333,4,98.859,132.575,3,5,1,0,1,1
54,3.7447,4,4,33333,4,99.610,132.700,3,5,1,0,1,1
55,3.7780,4,4,33333,4,99.495,132.714,2,6,0,1,0,1
56,3.8118,4,4,33333,4,99.940,133.151,2,6,0,1,0,1
57,3.8453,4,4,33333,4,100.079,133.349,2,6,0,1,0,1
58,3.8781,4,4,33333,4,99.645,132.704,2,6,0,1,0,1
59,3.9114,4,4,33333,4,98.629,132.785,2,6,0,1,0,1
60,3.9450,4,4,33333,4,99.926,132.770,2,6,0,1,0,1
61,3.9781,4,4,33333,4,99.212,133.002,2,6,0,1,0,1
62,4.0115,4,4,33333,4,97.325,132.835,2,6,0,1,0,1
63,4.0448,4,4,33333,4,97.777,130.851,2,6,0,1,0,1
64,4.0780,4,4,33333,4,96.789,131.236,2,6,0,1,0,1
65,4.1123,4,4,33333,4,100.381,133.305,2,6,0,1,0,1
66,4.1448,4,4,33333,4,99.571,132.731,2,6,0,1,0,1
67,4.1781,4,4,33333,4,99.822,132.731,3,6,1,1,0,1
68,4.2115,4,4,33333,4,99.730,133.085,3,6,1,1,0,1
69,4.2450,4,4,33333,4,99.805,133.117,4,6,1,1,1,1
70,4.2782,4,4,33333,4,98.989,132.813,4,6,1,1,1,1
71,4.3113,4,4,33333,4,99.480,132.563,3,6,1,1,0,1
72,4.3459,4,4,33333,4,100.000,133.941,3,6,1,1,0,1
73,4.3786,4,4,33333,4,99.681,133.097,3,6,1,1,0,1
74,4.4114,4,4,33333,4,99.245,132.682,3,6,1,1,0,1
75,4.4448,4,4,33333,4,100.149,132.814,3,6,1,1,0,1
76,4.4785,4,4,33333,4,99.058,132.725,3,6,1,1,0,1
77,4.5123,4,4,33333,4,98.560,133.200,3,6,1,1,0,1
