batch_idx,t_mono,n_in_batch,n_active,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,1.8475,4,4,33333,4,1287.433,1288.211,0,0,0,0,0,0
1,1.8489,4,4,33333,4,1279.433,1289.146,0,0,0,0,0,0
2,1.8821,4,4,33333,4,1311.176,1320.134,0,0,0,0,0,0
3,1.9155,4,4,33333,4,1343.183,1345.875,0,0,0,0,0,0
4,1.9489,4,4,33333,4,99.647,1377.847,0,0,0,0,0,0
5,1.9823,4,4,33333,4,99.458,121.010,1,1,1,0,0,0
6,2.0156,4,4,33333,4,99.750,133.199,1,1,1,0,0,0
7,2.0491,4,4,33333,4,99.407,133.060,2,2,1,0,0,1
8,2.0823,4,4,33333,4,99.530,132.987,1,2,0,0,0,1
9,2.1503,4,4,33333,4,134.278,167.443,1,2,0,0,0,1
10,2.1527,4,4,33333,4,101.752,136.390,2,3,0,0,1,1
11,2.1823,4,4,33333,4,99.406,131.450,1,3,0,0,0,1
12,2.2198,4,4,33333,4,104.155,137.125,2,3,0,0,1,1
13,2.2490,4,4,33333,4,97.941,133.001,2,3,0,0,1,1
14,2.3227,4,4,33333,4,139.533,170.909,2,3,0,0,1,1
15,2.3337,4,4,33333,4,114.304,150.879,2,3,0,0,1,1
16,2.3488,4,4,33333,4,99.304,130.038,2,3,0,0,1,1
17,2.3855,4,4,33333,4,103.326,135.908,2,3,0,0,1,1
18,2.4155,4,4,33333,4,91.655,132.752,1,3,0,0,0,1
19,2.4490,4,4,33333,4,99.762,124.605,1,3,0,0,0,1
20,2.4823,4,4,33333,4,100.086,133.014,2,3,0,0,1,1
21,2.5156,4,4,33333,4,99.654,132.682,1,3,0,0,0,1
22,2.5490,4,4,33333,4,99.612,132.831,2,3,0,0,1,1
23,2.5823,4,4,33333,4,99.365,132.831,1,3,0,0,0,1
24,2.6156,4,4,33333,4,99.484,132.963,2,3,0,0,1,1
25,2.6489,4,4,33333,4,99.289,132.668,1,3,0,0,0,1
26,2.6823,4,4,33333,4,99.061,132.600,1,3,0,0,0,1
27,2.7157,4,4,33333,4,99.388,132.822,1,3,0,0,0,1
28,2.7498,4,4,33333,4,100.544,133.743,2,3,0,0,1,1
29,2.7822,4,4,33333,4,98.562,132.746,1,3,0,0,0,1
30,2.8164,4,4,33333,4,100.180,133.388,2,3,0,0,1,1
31,2.8489,4,4,33333,4,98.615,132.519,1,3,0,0,0,1
32,2.8824,4,4,33333,4,99.797,132.720,1,3,0,0,0,1
33,2.9156,4,4,33333,4,98.723,132.845,1,3,0,0,0,1
34,2.9489,4,4,33333,4,99.683,132.151,2,3,0,0,1,1
35,2.9824,4,4,33333,4,99.324,132.877,1,3,0,0,0,1
36,3.0158,4,4,33333,4,98.849,132.607,1,3,0,0,0,1
37,3.0491,4,4,33333,4,99.363,132.615,2,3,0,0,1,1
38,3.0829,4,4,33333,4,100.132,133.027,2,3,0,0,1,1
39,3.1157,4,4,33333,4,98.074,132.729,1,3,0,0,0,1
40,3.1496,4,4,33333,4,99.827,132.104,1,3,0,0,0,1
41,3.1823,4,4,33333,4,97.137,132.807,1,3,0,0,0,1
42,3.2159,4,4,33333,4,99.501,131.080,1,3,0,0,0,1
43,3.2487,4,4,33333,4,97.173,132.585,1,3,0,0,0,1
