batch_idx,t_mono,n_in_batch,n_active,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,1.9394,4,4,33333,4,1360.870,1361.979,0,0,0,0,0,0
1,1.9407,4,4,33333,4,1352.090,1362.511,0,0,0,0,0,0
2,1.9747,4,4,33333,4,1383.579,1394.421,0,0,0,0,0,0
3,2.0074,4,4,33333,4,1414.083,1419.093,0,0,0,0,0,0
4,2.0408,4,4,33333,4,99.817,1448.078,0,0,0,0,0,0
5,2.0742,4,4,33333,4,100.095,121.218,1,1,1,0,0,0
6,2.1082,4,4,33333,4,100.423,133.814,1,1,1,0,0,0
7,2.1417,4,4,33333,4,100.538,133.791,2,2,1,0,0,1
8,2.1745,4,4,33333,4,99.848,133.230,1,2,0,0,0,1
9,2.2512,4,4,33333,4,109.958,143.875,1,2,0,0,0,1
10,2.2533,4,4,33333,4,109.938,143.326,2,3,0,0,1,1
11,2.2741,4,4,33333,4,99.829,132.936,1,3,0,0,0,1
12,2.3212,4,4,33333,4,112.692,146.306,2,3,0,0,1,1
13,2.3418,4,4,33333,4,90.091,133.700,2,3,0,0,1,1
14,2.3742,4,4,33333,4,99.140,122.131,2,3,0,0,1,1
15,2.4076,4,4,33333,4,100.301,132.999,2,3,0,0,1,1
16,2.4408,4,4,33333,4,100.219,132.916,2,3,0,0,1,1
17,2.4742,4,4,33333,4,99.525,132.644,2,3,0,0,1,1
18,2.5075,4,4,33333,4,99.375,132.699,1,3,0,0,0,1
19,2.5408,4,4,33333,4,99.503,132.736,1,3,0,0,0,1
20,2.5741,4,4,33333,4,99.275,132.719,2,3,0,0,1,1
21,2.6074,4,4,33333,4,99.428,132.775,1,3,0,0,0,1
22,2.6408,4,4,33333,4,99.133,132.712,2,3,0,0,1,1
23,2.6741,4,4,33333,4,99.226,132.703,1,3,0,0,0,1
24,2.7075,4,4,33333,4,99.719,132.859,2,3,0,0,1,1
25,2.7408,4,4,33333,4,99.402,132.910,1,3,0,0,0,1
26,2.7740,4,4,33333,4,98.787,132.746,1,3,0,0,0,1
27,2.8075,4,4,33333,4,98.966,132.850,1,3,0,0,0,1
28,2.8417,4,4,33333,4,100.196,133.868,2,3,0,0,1,1
29,2.8745,4,4,33333,4,98.292,133.225,1,3,0,0,0,1
30,2.9085,4,4,33333,4,100.509,132.313,2,3,0,0,1,1
31,2.9416,4,4,33333,4,98.158,133.528,1,3,0,0,0,1
32,2.9743,4,4,33333,4,97.734,131.069,1,3,0,0,0,1
33,3.0075,4,4,33333,4,97.435,132.568,1,3,0,0,0,1
34,3.0408,4,4,33333,4,97.895,131.920,2,3,0,0,1,1
35,3.0748,4,4,33333,4,100.013,132.713,1,3,0,0,0,1
36,3.1080,4,4,33333,4,100.148,133.075,1,3,0,0,0,1
37,3.1409,4,4,33333,4,99.674,132.930,2,3,0,0,1,1
38,3.1756,4,4,33333,4,98.592,134.222,2,3,0,0,1,1
39,3.2075,4,4,33333,4,97.216,130.777,1,3,0,0,0,1
40,3.2419,4,4,33333,4,100.157,131.754,1,3,0,0,0,1
41,3.2742,4,4,33333,4,99.502,132.739,1,3,0,0,0,1
42,3.3079,4,4,33333,4,100.020,133.353,1,3,0,0,0,1
43,3.3408,4,4,33333,4,99.712,132.746,1,3,0,0,0,1
44,3.3741,4,4,33333,4,99.534,132.830,1,3,0,0,0,1
45,3.4075,4,2,16666,4,97.123,132.791,1,3,0,0,0,1
46,3.4406,4,2,16666,4,99.350,130.478,1,3,0,0,0,1
47,3.4744,4,2,16666,4,99.777,132.944,1,3,0,0,0,1
48,3.5079,4,2,16666,4,99.658,133.138,2,4,0,0,1,1
49,3.5422,2,2,16666,4,84.979,134.208,0,4,0,0,0,0
50,3.5738,2,2,16666,4,83.147,132.878,0,4,0,0,0,0
51,3.6072,2,2,16666,4,82.160,132.081,0,4,0,0,0,0
52,3.6405,2,2,16666,4,80.754,132.172,0,4,0,0,0,0
53,3.6740,2,2,16666,4,82.040,132.896,1,5,1,0,0,0
54,3.7074,2,2,16666,4,83.535,132.988,1,5,1,0,0,0
55,3.7407,2,2,16666,4,83.501,133.204,1,6,0,1,0,0
