batch_idx,t_mono,n_in_batch,n_active,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,1.8582,4,4,33333,4,1300.289,1303.732,0,0,0,0,0,0
1,1.9261,4,4,33333,4,1358.481,1370.278,0,0,0,0,0,0
2,1.9592,4,4,33333,4,1389.817,1401.153,0,0,0,0,0,0
3,1.9928,4,4,33333,4,1422.048,1425.245,0,0,0,0,0,0
4,2.0603,4,4,33333,4,109.361,1491.271,0,0,0,0,0,0
5,2.0726,4,4,33333,4,112.093,122.142,1,1,1,0,0,0
6,2.0931,4,4,33333,4,99.302,133.173,2,2,1,0,0,1
7,2.1786,4,4,33333,4,151.406,185.330,1,2,0,0,0,1
8,2.1910,4,4,33333,4,128.990,164.295,1,2,0,0,0,1
9,2.1958,4,4,33333,4,101.820,134.526,2,3,0,0,1,1
10,2.2616,4,4,33333,4,134.483,168.129,1,3,0,0,0,1
11,2.2639,4,4,33333,4,83.674,137.417,2,3,0,0,1,1
12,2.2930,4,4,33333,4,99.564,113.218,2,3,0,0,1,1
13,2.3262,4,4,33333,4,98.870,133.146,2,3,0,0,1,1
14,2.3596,4,4,33333,4,95.736,133.030,2,3,0,0,1,1
15,2.3929,4,4,33333,4,99.031,129.850,2,3,0,0,1,1
16,2.4262,4,4,33333,4,98.954,132.877,2,3,0,0,1,1
17,2.4595,4,4,33333,4,98.783,132.841,1,3,0,0,0,1
18,2.4929,4,4,33333,4,98.876,132.747,1,3,0,0,0,1
19,2.5262,4,4,33333,4,98.817,132.926,2,3,0,0,1,1
20,2.5596,4,4,33333,4,98.907,132.702,1,3,0,0,0,1
21,2.5930,4,4,33333,4,99.195,132.871,2,3,0,0,1,1
22,2.6263,4,4,33333,4,98.973,132.938,1,3,0,0,0,1
23,2.6594,4,4,33333,4,98.721,132.731,2,3,0,0,1,1
24,2.6927,4,4,33333,4,98.758,132.575,1,3,0,0,0,1
25,2.7260,4,4,33333,4,98.621,132.528,1,3,0,0,0,1
26,2.7595,4,4,33333,4,99.284,132.627,1,3,0,0,0,1
27,2.7940,4,4,33333,4,66.916,134.312,2,3,0,0,1,1
28,2.8263,4,4,33333,4,97.355,133.183,1,3,0,0,0,1
29,2.8596,4,4,33333,4,66.348,133.059,2,3,0,0,1,1
30,2.8929,4,4,33333,4,96.616,132.828,1,3,0,0,0,1
31,2.9262,4,4,33333,4,98.989,132.555,1,3,0,0,0,1
32,2.9596,4,4,33333,4,65.638,132.917,1,3,0,0,0,1
33,2.9929,4,4,33333,4,96.730,132.797,2,3,0,0,1,1
34,3.0274,4,4,33333,4,99.980,133.801,1,3,0,0,0,1
35,3.0597,4,4,33333,4,99.227,132.889,1,3,0,0,0,1
36,3.0930,4,4,33333,4,66.179,133.047,2,3,0,0,1,1
37,3.1261,4,4,33333,4,97.021,132.697,2,3,0,0,1,1
38,3.1595,4,4,33333,4,98.719,132.608,1,3,0,0,0,1
39,3.1930,4,4,33333,4,65.949,132.789,1,3,0,0,0,1
40,3.2263,4,4,33333,4,96.891,132.841,1,3,0,0,0,1
41,3.2603,4,4,33333,4,67.751,133.582,1,3,0,0,0,1
42,3.2929,4,4,33333,4,98.046,132.924,1,3,0,0,0,1
43,3.3262,4,4,33333,4,65.190,133.359,1,3,0,0,0,1
44,3.3594,4,4,33333,4,96.746,132.522,1,3,0,0,0,1
45,3.3929,4,4,33333,4,98.919,132.239,1,3,0,0,0,1
46,3.4262,4,4,33333,4,98.864,132.744,1,3,0,0,0,1
47,3.4596,4,4,33333,4,99.440,132.866,2,4,0,0,1,1
48,3.4929,4,4,33333,4,98.953,133.068,2,4,0,0,1,1
49,3.5262,4,4,33333,4,98.953,132.844,2,4,0,0,1,1
50,3.5595,4,4,33333,4,98.773,132.751,1,4,0,0,0,1
51,3.5927,4,4,33333,4,98.831,132.533,2,4,0,0,1,1
52,3.6263,4,4,33333,4,98.982,132.974,3,5,1,0,1,1
53,3.6596,4,4,33333,4,98.834,132.881,3,5,1,0,1,1
54,3.6929,4,4,33333,4,99.217,132.690,2,6,0,1,0,1
55,3.7260,4,4,33333,4,98.509,133.013,2,6,0,1,0,1
56,3.7600,4,4,33333,4,99.093,133.005,2,6,0,1,0,1
57,3.7929,4,4,33333,4,98.531,132.546,2,6,0,1,0,1
58,3.8262,4,4,33333,4,99.358,132.531,2,6,0,1,0,1
59,3.8596,4,4,33333,4,98.524,133.157,2,6,0,1,0,1
60,3.8931,4,4,33333,4,98.842,132.589,2,6,0,1,0,1
61,3.9262,4,4,33333,4,65.583,132.541,2,6,0,1,0,1
62,3.9593,4,4,33333,4,96.209,132.596,2,6,0,1,0,1
63,3.9929,4,4,33333,4,99.036,132.651,2,6,0,1,0,1
