batch_idx,t_mono,n_in_batch,n_active,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,1.8682,4,4,33333,4,1292.911,1293.981,0,0,0,0,0,0
1,1.8694,4,4,33333,4,1285.084,1294.532,0,0,0,0,0,0
2,1.9025,4,4,33333,4,1316.541,1325.667,0,0,0,0,0,0
3,1.9361,4,4,33333,4,1348.216,1352.002,0,0,0,0,0,0
4,1.9693,4,4,33333,4,99.524,1381.554,0,0,0,0,0,0
5,2.0029,4,4,33333,4,99.351,122.384,1,1,1,0,0,0
6,2.0369,4,4,33333,4,100.514,133.890,1,1,1,0,0,0
7,2.0703,4,4,33333,4,100.903,133.682,2,2,1,0,0,1
8,2.1029,4,4,33333,4,99.690,133.297,1,2,0,0,0,1
9,2.1502,4,4,33333,4,79.550,113.825,1,2,0,0,0,1
10,2.1694,4,4,33333,4,96.459,131.373,2,3,0,0,1,1
11,2.2364,4,4,33333,4,132.911,166.438,1,3,0,0,0,1
12,2.2381,4,4,33333,4,88.458,134.751,2,3,0,0,1,1
13,2.2703,4,4,33333,4,100.402,121.201,2,3,0,0,1,1
14,2.3087,4,4,33333,4,105.965,138.991,2,3,0,0,1,1
15,2.3362,4,4,33333,4,99.359,132.908,2,3,0,0,1,1
16,2.3695,4,4,33333,4,98.782,132.100,2,3,0,0,1,1
17,2.4028,4,4,33333,4,100.070,133.063,2,3,0,0,1,1
18,2.4360,4,4,33333,4,98.981,132.722,1,3,0,0,0,1
19,2.4694,4,4,33333,4,99.234,132.706,1,3,0,0,0,1
20,2.5029,4,4,33333,4,99.773,133.043,2,3,0,0,1,1
21,2.5363,4,4,33333,4,100.065,133.056,1,3,0,0,0,1
22,2.5695,4,4,33333,4,99.935,132.890,2,3,0,0,1,1
23,2.6028,4,4,33333,4,99.484,132.884,1,3,0,0,0,1
24,2.6359,4,4,33333,4,98.876,132.431,2,3,0,0,1,1
25,2.6694,4,4,33333,4,99.495,132.727,1,3,0,0,0,1
26,2.7030,4,4,33333,4,99.346,132.996,1,3,0,0,0,1
27,2.7360,4,4,33333,4,99.518,132.734,1,3,0,0,0,1
28,2.7700,4,4,33333,4,100.191,133.646,2,3,0,0,1,1
29,2.8026,4,4,33333,4,98.775,132.713,1,3,0,0,0,1
30,2.8361,4,4,33333,4,99.625,132.531,2,3,0,0,1,1
31,2.8702,4,4,33333,4,98.922,133.509,1,3,0,0,0,1
32,2.9028,4,4,33333,4,98.764,131.920,1,3,0,0,0,1
33,2.9361,4,4,33333,4,98.577,132.146,1,3,0,0,0,1
34,2.9695,4,4,33333,4,97.610,132.342,2,3,0,0,1,1
35,3.0029,4,4,33333,4,99.639,130.861,1,3,0,0,0,1
36,3.0363,4,4,33333,4,99.961,132.957,1,3,0,0,0,1
37,3.0695,4,4,33333,4,99.218,133.012,2,3,0,0,1,1
38,3.1041,4,4,33333,4,100.315,133.637,2,3,0,0,1,1
39,3.1361,4,4,33333,4,98.099,132.756,1,3,0,0,0,1
40,3.1697,4,4,33333,4,99.825,131.898,1,3,0,0,0,1
41,3.2028,4,4,33333,4,99.676,132.714,1,3,0,0,0,1
42,3.2361,4,4,33333,4,99.062,132.803,1,3,0,0,0,1
43,3.2694,4,4,33333,4,98.315,132.481,1,3,0,0,0,1
44,3.3032,4,4,33333,4,99.236,132.306,1,3,0,0,0,1
45,3.3361,4,4,33333,4,99.266,132.462,1,3,0,0,0,1
46,3.3700,4,4,33333,4,99.657,133.080,1,3,0,0,0,1
47,3.4028,4,2,16666,2,99.175,132.647,1,3,0,0,0,1
48,3.4366,4,2,16666,2,99.455,132.855,2,4,0,0,1,1
49,3.4697,4,2,16666,2,98.841,132.953,2,4,0,0,1,1
50,3.5029,4,2,16666,2,99.318,132.418,2,4,0,0,1,1
51,3.5368,2,2,16666,2,83.955,133.098,0,4,0,0,0,0
52,3.5692,2,2,16666,2,81.545,132.133,0,4,0,0,0,0
53,3.6027,2,2,16666,2,82.023,132.434,1,5,1,0,0,0
54,3.6361,2,2,16666,2,81.741,132.416,1,5,1,0,0,0
55,3.6694,2,2,16666,2,82.300,132.673,1,6,0,1,0,0
56,3.7029,2,2,16666,2,81.800,133.065,1,6,0,1,0,0
57,3.7359,2,2,16666,2,81.560,132.434,1,6,0,1,0,0
58,3.7694,2,2,16666,2,48.951,132.819,1,6,0,1,0,0
59,3.8029,2,2,16666,2,64.194,132.453,1,6,0,1,0,0
60,3.8361,2,2,16666,2,79.147,132.406,1,6,0,1,0,0
61,3.8696,2,2,16666,2,83.476,133.264,1,6,0,1,0,0
62,3.9029,2,2,16666,2,81.906,133.113,1,6,0,1,0,0
63,3.9359,2,2,16666,2,81.816,132.569,1,6,0,1,0,0
64,3.9694,2,2,16666,2,81.557,99.112,1,6,0,1,0,0
65,4.0026,2,2,16666,2,83.296,131.729,1,6,0,1,0,0
66,4.0361,2,2,16666,2,83.027,132.840,1,6,0,1,0,0
67,4.0694,2,2,16666,2,82.433,133.323,2,6,1,1,0,0
68,4.1027,2,2,16666,2,81.465,132.811,2,6,1,1,0,0
69,4.1361,2,2,16666,2,81.632,132.968,2,6,1,1,0,0
70,4.1694,2,2,16666,2,81.367,132.721,2,6,1,1,0,0
71,4.2028,2,2,16666,2,82.845,132.889,2,6,1,1,0,0
72,4.2361,2,2,16666,2,82.110,133.136,2,6,1,1,0,0
73,4.2694,2,2,16666,2,83.458,132.937,2,6,1,1,0,0
74,4.3028,2,2,16666,2,83.533,133.002,2,6,1,1,0,0
75,4.3359,2,2,16666,2,83.264,132.763,2,6,1,1,0,0
76,4.3694,2,2,16666,2,82.624,132.712,2,6,1,1,0,0
77,4.4028,2,2,16666,2,83.502,133.042,2,6,1,1,0,0
78,4.4361,2,2,16666,2,83.570,132.924,2,6,1,1,0,0
79,4.4693,2,2,16666,2,83.357,133.196,2,6,1,1,0,0
80,4.5028,2,2,16666,2,83.439,133.016,2,6,1,1,0,0
81,4.5361,2,2,16666,2,82.761,132.993,2,6,1,1,0,0
82,4.5694,2,2,16666,2,82.925,132.953,2,6,1,1,0,0
83,4.6027,2,2,16666,2,83.469,133.225,2,6,1,1,0,0
84,4.6360,2,2,16666,2,82.197,132.973,2,6,1,1,0,0
85,4.6694,2,2,16666,2,81.629,132.481,1,6,1,0,0,0
86,4.7026,2,2,16666,2,81.538,132.915,1,6,1,0,0,0
87,4.7361,2,2,16666,2,80.596,132.839,1,6,1,0,0,0
88,4.7694,2,2,16666,2,83.381,132.508,1,6,1,0,0,0
89,4.8028,2,2,16666,2,83.541,133.024,2,7,1,1,0,0
90,4.8361,2,2,16666,2,83.468,133.055,2,7,1,1,0,0
91,4.8693,2,2,16666,2,83.301,132.828,2,7,1,1,0,0
92,4.9028,2,2,16666,2,83.448,133.036,2,7,1,1,0,0
93,4.9361,2,2,16666,2,83.460,132.604,2,7,1,1,0,0
94,4.9695,2,2,16666,2,83.517,132.963,2,7,1,1,0,0
95,5.0028,2,2,16666,2,83.515,133.193,2,7,1,1,0,0
96,5.0361,2,2,16666,2,81.031,132.895,2,7,1,1,0,0
97,5.0696,2,2,16666,2,82.736,132.542,1,7,1,0,0,0
98,5.1028,2,2,16666,2,83.459,132.913,1,7,1,0,0,0
