batch_idx,t_mono,n_in_batch,n_active,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,1.8996,4,4,33333,4,1304.450,1308.428,0,0,0,0,0,0
1,1.9678,4,4,33333,4,1360.017,1374.655,0,0,0,0,0,0
2,2.0010,4,4,33333,4,1391.335,1405.731,0,0,0,0,0,0
3,2.0343,4,4,33333,4,1421.643,1426.690,0,0,0,0,0,0
4,2.0858,4,4,33333,4,104.432,1476.404,0,0,0,0,0,0
5,2.1008,4,4,33333,4,99.021,119.939,1,1,1,0,0,0
6,2.1358,4,4,33333,4,100.470,134.430,2,2,1,0,0,1
7,2.1677,4,4,33333,4,98.703,132.777,1,2,0,0,0,1
8,2.2341,4,4,33333,4,98.443,165.758,1,2,0,0,0,1
9,2.2486,4,4,33333,4,110.699,147.462,2,3,0,0,1,1
10,2.3455,4,4,33333,4,143.551,210.451,1,3,0,0,0,1
11,2.3479,4,4,33333,4,115.262,179.715,2,3,0,0,1,1
12,2.3504,4,4,33333,4,114.666,148.878,2,3,0,0,1,1
13,2.3676,4,4,33333,4,99.286,132.428,2,3,0,0,1,1
14,2.4561,4,4,33333,4,107.595,188.083,2,3,0,0,1,1
15,2.4658,4,4,33333,4,109.363,118.808,2,3,0,0,1,1
16,2.4712,4,4,33333,4,102.549,121.839,2,3,0,0,1,1
17,2.5556,4,4,33333,4,153.463,187.470,1,3,0,0,0,1
18,2.5659,4,4,33333,4,107.777,164.430,1,3,0,0,0,1
19,2.5778,4,4,33333,4,105.577,120.291,2,3,0,0,1,1
20,2.6009,4,4,33333,4,98.790,132.785,1,3,0,0,0,1
21,2.6344,4,4,33333,4,76.524,132.898,2,3,0,0,1,1
22,2.6677,4,4,33333,4,95.939,110.548,1,3,0,0,0,1
23,2.7024,4,4,33333,4,100.108,134.138,2,3,0,0,1,1
24,2.7344,4,4,33333,4,99.056,132.672,1,3,0,0,0,1
25,2.7676,4,4,33333,4,98.740,132.741,1,3,0,0,0,1
26,2.8011,4,4,33333,4,98.008,132.761,1,3,0,0,0,1
27,2.8350,4,4,33333,4,66.046,133.311,2,3,0,0,1,1
28,2.8677,4,4,33333,4,96.427,132.911,1,3,0,0,0,1
29,2.9011,4,4,33333,4,65.552,132.740,2,3,0,0,1,1
30,2.9351,4,4,33333,4,96.713,133.517,1,3,0,0,0,1
31,2.9676,4,4,33333,4,99.021,132.246,1,3,0,0,0,1
32,3.0010,4,4,33333,4,65.530,132.915,1,3,0,0,0,1
33,3.0343,4,4,33333,4,96.511,132.856,2,3,0,0,1,1
34,3.0693,4,4,33333,4,100.497,134.390,1,3,0,0,0,1
35,3.1010,4,4,33333,4,99.061,132.879,1,3,0,0,0,1
36,3.1344,4,4,33333,4,66.351,132.959,2,3,0,0,1,1
37,3.1676,4,4,33333,4,96.738,132.776,2,3,0,0,1,1
38,3.2011,4,4,33333,4,99.076,132.716,1,3,0,0,0,1
39,3.2357,4,4,33333,4,66.862,134.180,1,3,0,0,0,1
40,3.2677,4,4,33333,4,96.677,132.785,1,3,0,0,0,1
41,3.3024,4,4,33333,4,67.785,134.240,1,3,0,0,0,1
42,3.3343,4,4,33333,4,96.630,132.715,1,3,0,0,0,1
43,3.3676,4,4,33333,4,66.151,132.813,1,3,0,0,0,1
44,3.4009,4,4,33333,4,96.735,132.674,1,3,0,0,0,1
45,3.4343,4,4,33333,4,98.978,132.338,1,3,0,0,0,1
46,3.4676,4,4,33333,4,98.891,132.789,1,3,0,0,0,1
47,3.5011,4,4,33333,4,99.300,132.977,2,4,0,0,1,1
48,3.5343,4,4,33333,4,98.588,132.897,2,4,0,0,1,1
