batch_idx,t_mono,n_in_batch,n_real,n_active,active_mask,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3,drops_cum,arrivals_cum
0,1.8196,4,4,4,1111,33333,4,1340.826,1342.224,0,0,0,0,0,0,0,20
1,1.8206,4,4,4,1111,33333,4,1330.374,1342.855,0,0,0,0,0,0,0,20
2,1.8207,4,4,4,1111,33333,4,1329.270,1340.581,0,0,0,0,0,0,0,20
3,1.8208,4,4,4,1111,33333,4,1327.608,1339.166,0,0,0,0,0,0,0,20
4,1.8208,4,4,4,1111,33333,4,1326.791,1336.973,0,0,0,0,0,0,0,20
5,1.9922,2,2,4,1111,33333,4,162.035,162.220,1,1,1,0,0,0,0,40
6,1.9946,4,4,4,1111,33333,4,160.218,164.513,1,1,1,0,0,0,0,42
7,1.9983,4,4,4,1111,33333,4,162.459,168.096,1,1,1,0,0,0,0,46
8,2.0045,4,4,4,1111,33333,4,167.650,171.990,1,2,0,0,0,1,0,50
9,2.0082,4,4,4,1111,33333,4,170.203,174.218,1,2,0,0,0,1,0,54
10,2.0156,2,2,4,1111,33333,4,135.639,178.652,1,2,0,0,0,1,0,58
11,2.0207,2,2,4,1111,33333,4,27.436,27.609,1,3,0,0,1,0,0,60
12,2.1645,4,4,4,1111,33333,4,169.104,169.334,1,3,0,0,0,1,0,62
13,2.1680,4,4,4,1111,33333,4,167.669,168.788,2,3,0,0,1,1,0,66
14,2.1744,4,4,4,1111,33333,4,168.569,169.011,2,3,0,0,1,1,0,68
15,2.1776,4,4,4,1111,33333,4,166.646,168.024,2,3,0,0,1,1,0,69
16,2.1812,4,4,4,1111,33333,4,159.269,164.597,2,3,0,0,1,1,0,70
17,2.1977,2,2,4,1111,33333,4,32.032,32.192,1,3,0,0,1,0,0,77
18,2.2652,4,4,4,1111,33333,4,92.338,99.539,2,3,0,0,1,1,0,84
19,2.2808,4,4,4,1111,33333,4,89.524,104.405,1,3,0,0,0,1,0,88
20,2.3205,4,4,4,1111,33333,4,122.346,137.995,1,3,0,0,0,1,0,92
21,2.3333,4,4,4,1111,33333,4,127.281,135.712,2,3,0,0,1,1,0,96
22,2.3452,4,4,4,1111,33333,4,134.422,143.161,1,3,0,0,0,1,0,100
23,2.3588,4,4,4,1111,33333,4,92.281,92.485,2,3,0,0,1,1,0,104
24,2.3618,4,4,4,1111,33333,4,79.520,79.865,1,3,0,0,0,1,0,108
25,2.3842,1,1,4,1111,33333,4,62.677,62.821,1,3,0,0,0,1,0,112
26,2.4511,4,4,4,1111,33333,4,114.822,129.534,2,3,0,0,1,1,0,113
27,2.4572,4,4,4,1111,33333,4,110.624,122.809,1,3,0,0,0,1,0,117
28,2.4768,4,4,4,1111,33333,4,113.918,130.561,1,3,0,0,0,1,0,121
29,2.4834,4,4,4,1111,33333,4,114.357,123.731,1,3,0,0,0,1,0,125
30,2.5881,4,4,4,1111,33333,4,202.444,225.306,2,3,0,0,1,1,0,129
31,2.5908,3,3,4,1111,33333,4,138.368,138.580,1,3,0,0,0,1,0,133
32,2.5937,4,4,4,1111,33333,4,126.742,141.174,2,3,0,0,1,1,0,134
33,2.5964,4,4,4,1111,33333,4,117.517,129.592,1,3,0,0,0,1,0,135
34,2.5993,4,4,4,1111,33333,4,102.996,120.435,1,3,0,0,0,1,0,135
35,2.6104,1,1,4,1111,33333,4,72.226,125.824,0,3,0,0,0,0,0,139
36,2.7351,4,4,4,1111,33333,4,145.597,145.821,1,3,0,0,0,1,0,149
37,2.7368,4,4,4,1111,33333,4,132.955,144.131,2,3,0,0,1,1,0,153
38,2.7403,4,4,4,1111,33333,4,123.438,134.052,1,3,0,0,0,1,0,154
39,2.7436,4,4,4,1111,33333,4,120.890,126.968,1,3,0,0,0,1,0,155
40,2.7464,4,4,4,1111,33333,4,116.468,121.820,2,3,0,0,1,1,0,155
41,2.7521,1,1,4,1111,33333,4,15.663,15.828,1,3,0,0,1,0,0,157
42,2.8801,4,4,4,1111,33333,4,129.770,143.659,1,3,0,0,0,1,0,170
43,2.8825,4,4,4,1111,33333,4,129.764,142.922,1,3,0,0,0,1,0,174
44,2.8850,4,4,4,1111,33333,4,116.920,129.274,1,3,0,0,0,1,0,175
45,2.8914,4,4,4,1111,33333,4,119.279,127.672,1,3,0,0,0,1,0,176
46,2.8943,4,4,4,1111,33333,4,103.875,120.214,1,3,0,0,0,1,0,177
47,2.9187,3,3,4,1111,33333,4,37.160,37.374,1,3,0,0,0,1,0,187
48,2.9705,4,4,4,1111,33333,4,75.366,88.801,1,3,0,0,0,1,0,193
49,2.9758,4,4,4,1111,33333,4,69.357,87.288,1,3,0,0,0,1,0,197
50,3.0210,4,4,4,1111,33333,4,103.723,123.402,1,3,0,0,0,1,0,201
51,3.0361,4,4,4,1111,33333,4,113.466,125.317,2,4,0,0,1,1,0,205
52,3.0399,4,4,4,1111,33333,4,110.901,122.752,2,4,0,0,1,1,0,209
53,3.0858,3,3,4,1111,33333,4,113.857,114.091,2,4,0,0,1,1,0,213
54,3.0883,4,4,4,1111,33333,4,104.176,116.111,1,4,0,0,0,1,0,216
55,3.0988,1,1,4,1111,33333,4,81.214,118.378,0,4,0,0,0,0,0,220
56,3.2180,4,4,4,1111,33333,4,195.660,195.941,2,4,0,0,1,1,0,221
57,3.2209,4,4,4,1111,33333,4,182.862,183.780,2,4,0,0,1,1,0,225
58,3.2275,4,4,4,1111,33333,4,167.452,186.771,2,4,0,0,1,1,0,227
59,3.2305,4,4,4,1111,33333,4,139.797,143.455,2,5,1,0,0,1,0,228
60,3.2333,4,4,4,1111,33333,4,117.626,142.767,2,5,1,0,0,1,0,229
61,3.2465,2,2,4,1111,33333,4,27.298,27.469,1,5,0,0,0,1,0,232
62,3.3233,4,4,4,1111,33333,4,90.037,104.175,2,6,0,1,0,1,0,243
63,3.3335,4,4,4,1111,33333,4,92.035,111.164,2,6,0,1,0,1,0,247
64,3.3484,4,4,4,1111,33333,4,95.824,112.816,2,6,0,1,0,1,0,251
65,3.3638,4,4,4,1111,33333,4,105.780,115.188,2,6,0,1,0,1,0,255
66,3.3756,4,4,4,1111,33333,4,110.646,121.082,2,6,0,1,0,1,0,259
67,3.4865,4,4,4,1111,33333,4,161.697,161.860,2,6,0,1,0,1,0,263
