batch_idx,t_mono,n_in_batch,n_real,n_active,active_mask,timeout_us,mux_batch,compute_ms,e2e_ms,total_dets,new_ids_cum,dets_cam0,dets_cam1,dets_cam2,dets_cam3
0,1.8022,4,4,4,1111,33333,4,1335.264,1336.025,0,0,0,0,0,0
1,1.8033,4,4,4,1111,33333,4,1321.627,1336.579,0,0,0,0,0,0
2,1.8366,4,4,4,1111,33333,4,1352.881,1355.089,0,0,0,0,0,0
3,1.8700,4,4,4,1111,33333,4,1384.562,1386.339,0,0,0,0,0,0
4,1.9314,4,4,4,1111,33333,4,127.789,1446.126,0,0,0,0,0,0
5,1.9609,4,4,4,1111,33333,4,123.979,146.680,1,1,1,0,0,0
6,1.9702,4,4,4,1111,33333,4,99.649,133.193,1,1,1,0,0,0
7,2.0240,4,4,4,1111,33333,4,120.618,153.672,2,2,1,0,0,1
8,2.0369,4,4,4,1111,33333,4,100.138,133.205,1,2,0,0,0,1
9,2.1415,4,4,4,1111,33333,4,169.081,190.604,1,2,0,0,0,1
10,2.1487,4,4,4,1111,33333,4,125.783,177.892,2,3,0,0,1,1
11,2.1542,4,4,4,1111,33333,4,116.057,149.989,1,3,0,0,0,1
12,2.1928,4,4,4,1111,33333,4,122.684,155.373,2,3,0,0,1,1
13,2.2034,4,4,4,1111,33333,4,61.094,132.989,2,3,0,0,1,1
14,2.2406,4,4,4,1111,33333,4,91.127,97.558,2,3,0,0,1,1
15,2.2715,4,4,4,1111,33333,4,100.965,121.174,2,3,0,0,1,1
16,2.3038,4,4,4,1111,33333,4,99.980,132.922,2,3,0,0,1,1
17,2.3371,4,4,4,1111,33333,4,99.337,133.125,2,3,0,0,1,1
18,2.3702,4,4,4,1111,33333,4,100.039,132.671,1,3,0,0,0,1
19,2.4036,4,4,4,1111,33333,4,98.822,132.965,1,3,0,0,0,1
20,2.4370,4,4,4,1111,33333,4,99.193,132.627,2,3,0,0,1,1
21,2.4703,4,4,4,1111,33333,4,99.004,132.612,1,3,0,0,0,1
22,2.5036,4,4,4,1111,33333,4,99.213,132.858,2,3,0,0,1,1
23,2.5369,4,4,4,1111,33333,4,99.506,132.905,1,3,0,0,0,1
24,2.5703,4,4,4,1111,33333,4,99.241,132.797,2,3,0,0,1,1
25,2.6034,4,4,4,1111,33333,4,98.995,132.707,1,3,0,0,0,1
26,2.6372,4,4,4,1111,33333,4,99.441,133.192,1,3,0,0,0,1
27,2.6703,4,4,4,1111,33333,4,98.755,132.813,1,3,0,0,0,1
28,2.7057,4,4,4,1111,33333,4,101.754,134.953,2,3,0,0,1,1
29,2.7369,4,4,4,1111,33333,4,98.227,132.539,1,3,0,0,0,1
30,2.7716,4,4,4,1111,33333,4,100.753,133.130,2,3,0,0,1,1
31,2.8036,4,4,4,1111,33333,4,100.151,132.639,1,3,0,0,0,1
32,2.8369,4,4,4,1111,33333,4,99.618,132.967,1,3,0,0,0,1
33,2.8702,4,4,4,1111,33333,4,99.447,132.725,1,3,0,0,0,1
34,2.9036,4,4,4,1111,33333,4,99.403,132.994,2,3,0,0,1,1
35,2.9369,4,4,4,1111,33333,4,99.531,132.542,1,3,0,0,0,1
36,2.9702,4,4,4,1111,33333,4,99.221,132.707,1,3,0,0,0,1
37,3.0050,4,4,4,1111,33333,4,100.908,134.405,2,3,0,0,1,1
38,3.1679,4,4,4,1111,33333,4,229.074,263.845,2,3,0,0,1,1
39,3.1709,4,4,4,1111,33333,4,165.049,232.193,1,3,0,0,0,1
40,3.1729,4,4,4,1111,33333,4,165.449,167.546,1,3,0,0,0,1
41,3.1845,4,4,4,1111,33333,4,145.313,178.531,1,3,0,0,0,1
42,3.2864,4,4,4,1111,33333,4,117.818,247.526,1,3,0,0,0,1
43,3.2892,4,4,4,1111,33333,4,117.815,120.021,1,3,0,0,0,1
44,3.2919,4,4,4,1111,33333,4,108.401,119.338,1,3,0,0,0,1
45,3.3015,4,4,4,1111,33333,4,106.941,115.532,1,3,0,0,0,1
46,3.3777,4,4,4,1111,33333,4,90.398,180.849,1,3,0,0,0,1
47,3.3831,4,4,4,1111,33333,4,93.067,95.011,1,3,0,0,0,1
48,3.3966,4,4,4,1111,33333,4,94.503,105.318,2,4,0,0,1,1
49,3.4066,4,4,4,1111,33333,4,93.076,101.833,2,4,0,0,1,1
50,3.4975,4,4,4,1111,33333,4,118.912,181.916,2,4,0,0,1,1
51,3.4999,4,4,4,1111,33333,4,116.024,120.599,1,4,0,0,0,1
52,3.5032,4,4,4,1111,33333,4,99.909,118.273,2,4,0,0,1,1
53,3.5369,4,4,4,1111,33333,4,100.085,132.895,3,5,1,0,1,1
54,3.5702,4,4,4,1111,33333,4,71.814,132.619,3,5,1,0,1,1
55,3.6035,4,4,4,1111,33333,4,99.693,104.363,2,6,0,1,0,1
56,3.6367,4,4,4,1111,33333,4,99.412,132.848,2,6,0,1,0,1
57,3.6702,4,4,4,1111,33333,4,99.096,132.672,2,6,0,1,0,1
58,3.7053,4,4,4,1111,33333,4,101.246,134.635,2,6,0,1,0,1
59,3.7382,4,4,4,1111,33333,4,99.331,134.197,2,6,0,1,0,1
60,3.7724,4,4,4,1111,33333,4,101.547,133.472,2,6,0,1,0,1
61,3.8053,4,4,4,1111,33333,4,101.023,134.708,2,6,0,1,0,1
62,3.8402,4,4,4,1111,33333,4,102.777,135.562,2,6,0,1,0,1
63,3.8703,4,4,4,1111,33333,4,98.486,132.727,2,6,0,1,0,1
64,3.9036,4,4,4,1111,33333,4,99.157,132.629,2,6,0,1,0,1
65,3.9374,4,4,4,1111,33333,4,99.829,133.410,2,6,0,1,0,1
66,3.9709,4,4,4,1111,33333,4,99.805,133.685,2,6,0,1,0,1
67,4.0277,4,4,4,1111,33333,4,123.546,156.998,3,6,1,1,0,1
68,4.0729,4,4,4,1111,33333,4,133.865,168.848,3,6,1,1,0,1
69,4.0949,4,4,4,1111,33333,4,121.253,156.077,4,6,1,1,1,1
70,4.1299,4,4,4,1111,33333,4,126.368,156.915,4,6,1,1,1,1
71,4.1521,4,4,4,1111,33333,4,115.384,148.361,3,6,1,1,0,1
72,4.1704,4,4,4,1111,33333,4,96.624,133.310,3,6,1,1,0,1
73,4.2996,4,4,4,1111,33333,4,196.298,225.473,3,6,1,1,0,1
74,4.3015,4,4,4,1111,33333,4,164.716,197.686,3,6,1,1,0,1
75,4.3035,4,4,4,1111,33333,4,132.530,166.289,3,6,1,1,0,1
76,4.3054,4,4,4,1111,33333,4,101.287,134.510,3,6,1,1,0,1
77,4.3918,4,4,4,1111,33333,4,91.088,187.871,3,6,1,1,0,1
78,4.4031,4,4,4,1111,33333,4,100.036,102.144,3,6,1,1,0,1
79,4.5088,4,4,4,1111,33333,4,171.275,204.461,3,6,1,1,0,1
